feature_index,feature_name,feature_group,feature_name_source
159,genomic_feature_87,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
160,genomic_feature_225,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
161,genomic_feature_214,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
162,genomic_feature_181,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
163,genomic_feature_161,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
164,genomic_feature_23,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
165,genomic_feature_91,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
166,genomic_feature_345,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
167,genomic_feature_45,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
168,genomic_feature_281,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
169,genomic_feature_104,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
170,genomic_feature_306,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
171,genomic_feature_325,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
172,genomic_feature_95,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
173,genomic_feature_246,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
174,genomic_feature_300,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
175,genomic_feature_21,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
176,genomic_feature_311,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
177,genomic_feature_294,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
178,genomic_feature_191,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
179,genomic_feature_131,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
180,genomic_feature_122,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
181,genomic_feature_61,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
182,genomic_feature_314,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
183,genomic_feature_350,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
184,genomic_feature_141,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
185,genomic_feature_212,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
186,genomic_feature_352,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
187,genomic_feature_290,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
188,genomic_feature_319,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
189,genomic_feature_81,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
190,genomic_feature_247,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
191,genomic_feature_35,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
192,genomic_feature_295,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
193,genomic_feature_73,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
194,genomic_feature_288,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
195,genomic_feature_343,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
196,genomic_feature_169,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
197,genomic_feature_286,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
198,genomic_feature_232,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
199,genomic_feature_85,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
200,genomic_feature_129,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
201,genomic_feature_31,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
202,genomic_feature_0,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
203,genomic_feature_148,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
204,genomic_feature_4,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
205,genomic_feature_266,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
206,genomic_feature_88,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
207,genomic_feature_245,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
208,genomic_feature_177,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
209,genomic_feature_267,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
210,genomic_feature_271,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
211,genomic_feature_346,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
212,genomic_feature_151,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
213,genomic_feature_342,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
214,genomic_feature_312,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
215,genomic_feature_18,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
216,genomic_feature_309,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
217,genomic_feature_259,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
218,genomic_feature_321,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
219,genomic_feature_176,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
220,genomic_feature_285,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
221,genomic_feature_216,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
222,genomic_feature_333,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
223,genomic_feature_84,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
224,genomic_feature_157,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
225,genomic_feature_208,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
226,genomic_feature_188,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
227,genomic_feature_144,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
228,genomic_feature_349,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
229,genomic_feature_291,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
230,genomic_feature_244,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
231,genomic_feature_340,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
232,genomic_feature_106,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
233,genomic_feature_224,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
234,genomic_feature_275,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
235,genomic_feature_234,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
236,genomic_feature_133,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
237,genomic_feature_229,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
238,genomic_feature_109,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
239,genomic_feature_276,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
240,genomic_feature_72,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
241,genomic_feature_304,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
242,genomic_feature_164,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
243,genomic_feature_330,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
244,genomic_feature_100,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
245,genomic_feature_30,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
246,genomic_feature_175,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
247,genomic_feature_1,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
248,genomic_feature_125,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
249,genomic_feature_101,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
250,genomic_feature_207,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
251,genomic_feature_130,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
252,genomic_feature_154,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
253,genomic_feature_42,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
254,genomic_feature_10,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
255,genomic_feature_11,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
256,genomic_feature_210,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
257,genomic_feature_215,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
258,genomic_feature_113,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
259,genomic_feature_336,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
260,genomic_feature_279,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
261,genomic_feature_135,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
262,genomic_feature_132,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
263,genomic_feature_298,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
264,genomic_feature_280,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
265,genomic_feature_324,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
266,genomic_feature_139,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
267,genomic_feature_63,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
268,genomic_feature_82,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
269,genomic_feature_348,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
270,genomic_feature_192,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
271,genomic_feature_299,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
272,genomic_feature_328,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
273,genomic_feature_204,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
274,genomic_feature_116,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
275,genomic_feature_126,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
276,genomic_feature_124,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
277,genomic_feature_134,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
278,genomic_feature_307,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
279,genomic_feature_89,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
280,genomic_feature_13,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
281,genomic_feature_257,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
282,genomic_feature_152,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
283,genomic_feature_147,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
284,genomic_feature_167,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
285,genomic_feature_218,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
286,genomic_feature_209,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
287,genomic_feature_327,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
288,genomic_feature_40,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
289,genomic_feature_205,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
290,genomic_feature_243,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
291,genomic_feature_170,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
292,genomic_feature_329,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
293,genomic_feature_93,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
294,genomic_feature_240,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
295,genomic_feature_308,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
296,genomic_feature_70,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
297,genomic_feature_150,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
298,genomic_feature_201,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
299,genomic_feature_6,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
300,genomic_feature_97,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
301,genomic_feature_143,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
302,genomic_feature_211,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
303,genomic_feature_114,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
304,genomic_feature_198,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
305,genomic_feature_90,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
306,genomic_feature_55,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
307,genomic_feature_179,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
308,genomic_feature_127,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
309,genomic_feature_156,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
310,genomic_feature_64,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
311,genomic_feature_195,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
312,genomic_feature_172,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
313,genomic_feature_159,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
314,genomic_feature_297,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
315,genomic_feature_249,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
316,genomic_feature_46,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
317,genomic_feature_74,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
318,genomic_feature_213,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
