feature_index,old_feature_name,old_feature_group,importance_mean_pr_auc_drop,importance_sd_pr_auc_drop,feature_name,feature_group
34,genomic_feature_34,Other_basic,-0.000721,0.001042,genomic_feature_92,Other_basic
28,genomic_feature_28,Other_basic,-0.000734,0.00106,genomic_feature_187,Other_basic
186,genomic_feature_186,Other_basic,-0.00074,0.000618,genomic_feature_352,Other_basic
2,genomic_feature_2,Other_basic,-0.000743,0.000869,genomic_feature_227,Other_basic
220,genomic_feature_220,Other_basic,-0.000773,0.000589,genomic_feature_285,Other_basic
252,genomic_feature_252,Other_basic,-0.000781,0.000822,genomic_feature_154,Other_basic
263,genomic_feature_263,Other_basic,-0.000789,0.000738,genomic_feature_298,Other_basic
269,genomic_feature_269,Other_basic,-0.00079,0.000423,genomic_feature_348,Other_basic
111,genomic_feature_111,Other_basic,-0.000831,0.000588,genomic_feature_41,Other_basic
255,genomic_feature_255,Other_basic,-0.000836,0.000464,genomic_feature_11,Other_basic
26,genomic_feature_26,Other_basic,-0.000855,0.00212,genomic_feature_335,Other_basic
238,genomic_feature_238,Other_basic,-0.000867,0.000433,genomic_feature_109,Other_basic
149,genomic_feature_149,Other_basic,-0.000891,0.000461,genomic_feature_123,Other_basic
168,genomic_feature_168,Other_basic,-0.00091,0.000647,genomic_feature_281,Other_basic
318,genomic_feature_318,Other_basic,-0.000923,0.000721,genomic_feature_213,Other_basic
33,genomic_feature_33,Other_basic,-0.000935,0.000759,genomic_feature_15,Other_basic
282,genomic_feature_282,Other_basic,-0.000938,0.000665,genomic_feature_152,Other_basic
236,genomic_feature_236,Other_basic,-0.000974,0.000796,genomic_feature_133,Other_basic
108,genomic_feature_108,Other_basic,-0.000985,0.000415,genomic_feature_71,Other_basic
253,genomic_feature_253,Other_basic,-0.001041,0.000867,genomic_feature_42,Other_basic
221,genomic_feature_221,Other_basic,-0.001092,0.000442,genomic_feature_216,Other_basic
136,genomic_feature_136,Other_basic,-0.001104,0.000361,genomic_feature_44,Other_basic
32,genomic_feature_32,Other_basic,-0.001224,0.002416,genomic_feature_217,Other_basic
47,genomic_feature_47,Other_basic,-0.001272,0.000868,genomic_feature_5,Other_basic
202,genomic_feature_202,Other_basic,-0.001447,0.00194,genomic_feature_0,Other_basic
258,genomic_feature_258,Other_basic,-0.00158,0.000644,genomic_feature_113,Other_basic
75,genomic_feature_75,Other_basic,-0.001659,0.000809,genomic_feature_77,Other_basic
189,genomic_feature_189,Other_basic,-0.001706,0.001707,genomic_feature_81,Other_basic
313,genomic_feature_313,Other_basic,-0.001786,0.000743,genomic_feature_159,Other_basic
206,genomic_feature_206,Other_basic,-0.001867,0.002068,genomic_feature_88,Other_basic
254,genomic_feature_254,Other_basic,-0.002846,0.001926,genomic_feature_10,Other_basic
27,genomic_feature_27,Other_basic,-0.003045,0.003563,genomic_feature_120,Other_basic
