model,n,accuracy,precision,recall_sensitivity,specificity,f1,roc_auc,pr_auc,mcc,tn,fp,fn,tp,threshold
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22200000000000014
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22300000000000014
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22400000000000014
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22500000000000014
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22600000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22700000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22800000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.22900000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23000000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23100000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23200000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23300000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23400000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23500000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23600000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23700000000000015
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23800000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.23900000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24000000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24100000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24200000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24300000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24400000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24500000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24600000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24700000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24800000000000016
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.24900000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25000000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25100000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25200000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25300000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25400000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25500000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.25600000000000017
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2570000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2580000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2590000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2600000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2610000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2620000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2630000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2640000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2650000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2660000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2670000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2680000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2690000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2700000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2710000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2720000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2730000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2740000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2750000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2760000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2770000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2780000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2790000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2800000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2810000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2820000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2830000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2840000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2850000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2860000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2870000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2880000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2890000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2900000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2910000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2920000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2930000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2940000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2950000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2960000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2970000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2980000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.2990000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3000000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3010000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3020000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3030000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3040000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3050000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3060000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3070000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3080000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3090000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3100000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3110000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3120000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3130000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3140000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3150000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3160000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3170000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.3180000000000002
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.31900000000000023
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.32000000000000023
Simple mean fusion,45,0.4222222222222222,0.4222222222222222,1.0,0.0,0.59375,0.6902834008097166,0.634041087471843,0.0,0,26,0,19,0.32100000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32200000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32300000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32400000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32500000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32600000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32700000000000023
Simple mean fusion,45,0.4444444444444444,0.4318181818181818,1.0,0.038461538461538464,0.6031746031746031,0.6902834008097166,0.634041087471843,0.12887354890896585,1,25,0,19,0.32800000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.32900000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33000000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33100000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33200000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33300000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33400000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33500000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33600000000000024
Simple mean fusion,45,0.4666666666666667,0.4418604651162791,1.0,0.07692307692307693,0.6129032258064516,0.6902834008097166,0.634041087471843,0.18436178168863004,2,24,0,19,0.33700000000000024
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.33800000000000024
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.33900000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34000000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34100000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34200000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34300000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34400000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34500000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34600000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34700000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34800000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.34900000000000025
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.35000000000000026
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.35100000000000026
Simple mean fusion,45,0.4888888888888889,0.4523809523809524,1.0,0.11538461538461539,0.6229508196721312,0.6902834008097166,0.634041087471843,0.22846838336584385,3,23,0,19,0.35200000000000026
Simple mean fusion,45,0.5111111111111111,0.4634146341463415,1.0,0.15384615384615385,0.6333333333333333,0.6902834008097166,0.634041087471843,0.2670104100956312,4,22,0,19,0.35300000000000026
Simple mean fusion,45,0.5111111111111111,0.4634146341463415,1.0,0.15384615384615385,0.6333333333333333,0.6902834008097166,0.634041087471843,0.2670104100956312,4,22,0,19,0.35400000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.35500000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.35600000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.35700000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.35800000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.35900000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36000000000000026
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36100000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36200000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36300000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36400000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36500000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36600000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36700000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36800000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.36900000000000027
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.3700000000000003
Simple mean fusion,45,0.5333333333333333,0.475,1.0,0.19230769230769232,0.6440677966101694,0.6902834008097166,0.634041087471843,0.30223526241349447,5,21,0,19,0.3710000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3720000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3730000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3740000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3750000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3760000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3770000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3780000000000003
Simple mean fusion,45,0.5555555555555556,0.48717948717948717,1.0,0.23076923076923078,0.6551724137931034,0.6902834008097166,0.634041087471843,0.335299918733898,6,20,0,19,0.3790000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3800000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3810000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3820000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3830000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3840000000000003
Simple mean fusion,45,0.5777777777777777,0.5,1.0,0.2692307692307692,0.6666666666666666,0.6902834008097166,0.634041087471843,0.36689969285267143,7,19,0,19,0.3850000000000003
