feature_index,feature_name,coefficient,abs_coefficient,block,feature_group
549,protein_emb_549,-0.1826095,0.1826095,Protein_ProtBERT_SW_block,Protein_embedding
15,protein_emb_15,0.18249118,0.18249118,Protein_ProtBERT_SW_block,Protein_embedding
1407,dnabert2_emb_383,0.18221577,0.18221577,Genomic_DNABERT2_block,DNABERT2_embedding
774,protein_emb_774,-0.18212637,0.18212637,Protein_ProtBERT_SW_block,Protein_embedding
1402,dnabert2_emb_378,-0.1819759,0.1819759,Genomic_DNABERT2_block,DNABERT2_embedding
1231,dnabert2_emb_207,-0.18171247,0.18171247,Genomic_DNABERT2_block,DNABERT2_embedding
566,protein_emb_566,0.18163004,0.18163004,Protein_ProtBERT_SW_block,Protein_embedding
305,protein_emb_305,-0.1815011,0.1815011,Protein_ProtBERT_SW_block,Protein_embedding
819,protein_emb_819,0.18142927,0.18142927,Protein_ProtBERT_SW_block,Protein_embedding
1768,dnabert2_emb_744,0.18085321,0.18085321,Genomic_DNABERT2_block,DNABERT2_embedding
1002,protein_emb_1002,0.1807596,0.1807596,Protein_ProtBERT_SW_block,Protein_embedding
59,protein_emb_59,0.18046939,0.18046939,Protein_ProtBERT_SW_block,Protein_embedding
838,protein_emb_838,-0.18043093,0.18043093,Protein_ProtBERT_SW_block,Protein_embedding
762,protein_emb_762,-0.18017767,0.18017767,Protein_ProtBERT_SW_block,Protein_embedding
1765,dnabert2_emb_741,-0.18011358,0.18011358,Genomic_DNABERT2_block,DNABERT2_embedding
217,protein_emb_217,-0.17982258,0.17982258,Protein_ProtBERT_SW_block,Protein_embedding
1508,dnabert2_emb_484,-0.17961527,0.17961527,Genomic_DNABERT2_block,DNABERT2_embedding
439,protein_emb_439,-0.1796041,0.1796041,Protein_ProtBERT_SW_block,Protein_embedding
880,protein_emb_880,-0.17869892,0.17869892,Protein_ProtBERT_SW_block,Protein_embedding
1166,dnabert2_emb_142,-0.17863599,0.17863599,Genomic_DNABERT2_block,DNABERT2_embedding
850,protein_emb_850,-0.17858296,0.17858296,Protein_ProtBERT_SW_block,Protein_embedding
501,protein_emb_501,-0.17854329,0.17854329,Protein_ProtBERT_SW_block,Protein_embedding
590,protein_emb_590,0.17812358,0.17812358,Protein_ProtBERT_SW_block,Protein_embedding
1342,dnabert2_emb_318,-0.17804941,0.17804941,Genomic_DNABERT2_block,DNABERT2_embedding
747,protein_emb_747,0.17794664,0.17794664,Protein_ProtBERT_SW_block,Protein_embedding
739,protein_emb_739,-0.17791301,0.17791301,Protein_ProtBERT_SW_block,Protein_embedding
465,protein_emb_465,-0.17787748,0.17787748,Protein_ProtBERT_SW_block,Protein_embedding
913,protein_emb_913,-0.17781826,0.17781826,Protein_ProtBERT_SW_block,Protein_embedding
416,protein_emb_416,-0.17775359,0.17775359,Protein_ProtBERT_SW_block,Protein_embedding
347,protein_emb_347,0.17774821,0.17774821,Protein_ProtBERT_SW_block,Protein_embedding
1697,dnabert2_emb_673,0.17757424,0.17757424,Genomic_DNABERT2_block,DNABERT2_embedding
96,protein_emb_96,-0.17740966,0.17740966,Protein_ProtBERT_SW_block,Protein_embedding
1666,dnabert2_emb_642,0.17713636,0.17713636,Genomic_DNABERT2_block,DNABERT2_embedding
1473,dnabert2_emb_449,0.17711735,0.17711735,Genomic_DNABERT2_block,DNABERT2_embedding
1453,dnabert2_emb_429,-0.17636843,0.17636843,Genomic_DNABERT2_block,DNABERT2_embedding
933,protein_emb_933,-0.17626398,0.17626398,Protein_ProtBERT_SW_block,Protein_embedding
1482,dnabert2_emb_458,0.17587673,0.17587673,Genomic_DNABERT2_block,DNABERT2_embedding
1741,dnabert2_emb_717,0.17584288,0.17584288,Genomic_DNABERT2_block,DNABERT2_embedding
199,protein_emb_199,0.17559381,0.17559381,Protein_ProtBERT_SW_block,Protein_embedding
1134,dnabert2_emb_110,0.17470422,0.17470422,Genomic_DNABERT2_block,DNABERT2_embedding
809,protein_emb_809,-0.17469133,0.17469133,Protein_ProtBERT_SW_block,Protein_embedding
173,protein_emb_173,0.17460035,0.17460035,Protein_ProtBERT_SW_block,Protein_embedding
1197,dnabert2_emb_173,0.17391188,0.17391188,Genomic_DNABERT2_block,DNABERT2_embedding
475,protein_emb_475,0.1736399,0.1736399,Protein_ProtBERT_SW_block,Protein_embedding
802,protein_emb_802,-0.17359978,0.17359978,Protein_ProtBERT_SW_block,Protein_embedding
1773,dnabert2_emb_749,-0.17355626,0.17355626,Genomic_DNABERT2_block,DNABERT2_embedding
586,protein_emb_586,0.17315171,0.17315171,Protein_ProtBERT_SW_block,Protein_embedding
1683,dnabert2_emb_659,0.17307412,0.17307412,Genomic_DNABERT2_block,DNABERT2_embedding
897,protein_emb_897,0.17293035,0.17293035,Protein_ProtBERT_SW_block,Protein_embedding
733,protein_emb_733,0.17291528,0.17291528,Protein_ProtBERT_SW_block,Protein_embedding
538,protein_emb_538,-0.17287532,0.17287532,Protein_ProtBERT_SW_block,Protein_embedding
1286,dnabert2_emb_262,0.17258577,0.17258577,Genomic_DNABERT2_block,DNABERT2_embedding
1101,dnabert2_emb_77,0.17252406,0.17252406,Genomic_DNABERT2_block,DNABERT2_embedding
1613,dnabert2_emb_589,0.17131794,0.17131794,Genomic_DNABERT2_block,DNABERT2_embedding
64,protein_emb_64,0.17117181,0.17117181,Protein_ProtBERT_SW_block,Protein_embedding
919,protein_emb_919,0.17110773,0.17110773,Protein_ProtBERT_SW_block,Protein_embedding
16,protein_emb_16,0.17069725,0.17069725,Protein_ProtBERT_SW_block,Protein_embedding
818,protein_emb_818,-0.17049911,0.17049911,Protein_ProtBERT_SW_block,Protein_embedding
1332,dnabert2_emb_308,0.17018995,0.17018995,Genomic_DNABERT2_block,DNABERT2_embedding
137,protein_emb_137,0.17017654,0.17017654,Protein_ProtBERT_SW_block,Protein_embedding
772,protein_emb_772,0.16906296,0.16906296,Protein_ProtBERT_SW_block,Protein_embedding
1596,dnabert2_emb_572,-0.16904331,0.16904331,Genomic_DNABERT2_block,DNABERT2_embedding
1469,dnabert2_emb_445,-0.16891847,0.16891847,Genomic_DNABERT2_block,DNABERT2_embedding
546,protein_emb_546,-0.16801614,0.16801614,Protein_ProtBERT_SW_block,Protein_embedding
1761,dnabert2_emb_737,0.16790851,0.16790851,Genomic_DNABERT2_block,DNABERT2_embedding
1132,dnabert2_emb_108,-0.16757764,0.16757764,Genomic_DNABERT2_block,DNABERT2_embedding
1541,dnabert2_emb_517,0.16726706,0.16726706,Genomic_DNABERT2_block,DNABERT2_embedding
968,protein_emb_968,0.16722186,0.16722186,Protein_ProtBERT_SW_block,Protein_embedding
1689,dnabert2_emb_665,-0.16718441,0.16718441,Genomic_DNABERT2_block,DNABERT2_embedding
377,protein_emb_377,-0.16716193,0.16716193,Protein_ProtBERT_SW_block,Protein_embedding
816,protein_emb_816,0.16712958,0.16712958,Protein_ProtBERT_SW_block,Protein_embedding
154,protein_emb_154,-0.1670419,0.1670419,Protein_ProtBERT_SW_block,Protein_embedding
104,protein_emb_104,0.16666768,0.16666768,Protein_ProtBERT_SW_block,Protein_embedding
25,protein_emb_25,0.16665131,0.16665131,Protein_ProtBERT_SW_block,Protein_embedding
3,protein_emb_3,0.16624878,0.16624878,Protein_ProtBERT_SW_block,Protein_embedding
1071,dnabert2_emb_47,0.16616039,0.16616039,Genomic_DNABERT2_block,DNABERT2_embedding
1126,dnabert2_emb_102,-0.16572095,0.16572095,Genomic_DNABERT2_block,DNABERT2_embedding
418,protein_emb_418,-0.16562372,0.16562372,Protein_ProtBERT_SW_block,Protein_embedding
599,protein_emb_599,0.16560596,0.16560596,Protein_ProtBERT_SW_block,Protein_embedding
1715,dnabert2_emb_691,0.16555535,0.16555535,Genomic_DNABERT2_block,DNABERT2_embedding
749,protein_emb_749,0.16520067,0.16520067,Protein_ProtBERT_SW_block,Protein_embedding
1589,dnabert2_emb_565,0.16509335,0.16509335,Genomic_DNABERT2_block,DNABERT2_embedding
634,protein_emb_634,-0.16448861,0.16448861,Protein_ProtBERT_SW_block,Protein_embedding
1324,dnabert2_emb_300,-0.16426137,0.16426137,Genomic_DNABERT2_block,DNABERT2_embedding
1658,dnabert2_emb_634,0.16422729,0.16422729,Genomic_DNABERT2_block,DNABERT2_embedding
663,protein_emb_663,0.16421881,0.16421881,Protein_ProtBERT_SW_block,Protein_embedding
1758,dnabert2_emb_734,0.16415511,0.16415511,Genomic_DNABERT2_block,DNABERT2_embedding
63,protein_emb_63,-0.16400824,0.16400824,Protein_ProtBERT_SW_block,Protein_embedding
234,protein_emb_234,0.16350557,0.16350557,Protein_ProtBERT_SW_block,Protein_embedding
1218,dnabert2_emb_194,-0.16334918,0.16334918,Genomic_DNABERT2_block,DNABERT2_embedding
1548,dnabert2_emb_524,0.16333512,0.16333512,Genomic_DNABERT2_block,DNABERT2_embedding
510,protein_emb_510,-0.1627152,0.1627152,Protein_ProtBERT_SW_block,Protein_embedding
1245,dnabert2_emb_221,0.16216444,0.16216444,Genomic_DNABERT2_block,DNABERT2_embedding
476,protein_emb_476,0.16180357,0.16180357,Protein_ProtBERT_SW_block,Protein_embedding
522,protein_emb_522,0.16141114,0.16141114,Protein_ProtBERT_SW_block,Protein_embedding
852,protein_emb_852,-0.1612721,0.1612721,Protein_ProtBERT_SW_block,Protein_embedding
156,protein_emb_156,0.16118967,0.16118967,Protein_ProtBERT_SW_block,Protein_embedding
1210,dnabert2_emb_186,0.16095267,0.16095267,Genomic_DNABERT2_block,DNABERT2_embedding
62,protein_emb_62,-0.16082325,0.16082325,Protein_ProtBERT_SW_block,Protein_embedding
1066,dnabert2_emb_42,-0.16029795,0.16029795,Genomic_DNABERT2_block,DNABERT2_embedding
376,protein_emb_376,-0.15977332,0.15977332,Protein_ProtBERT_SW_block,Protein_embedding
1465,dnabert2_emb_441,0.15974129,0.15974129,Genomic_DNABERT2_block,DNABERT2_embedding
221,protein_emb_221,0.15966859,0.15966859,Protein_ProtBERT_SW_block,Protein_embedding
449,protein_emb_449,-0.15928898,0.15928898,Protein_ProtBERT_SW_block,Protein_embedding
1724,dnabert2_emb_700,-0.15926602,0.15926602,Genomic_DNABERT2_block,DNABERT2_embedding
652,protein_emb_652,-0.15879526,0.15879526,Protein_ProtBERT_SW_block,Protein_embedding
184,protein_emb_184,0.15879253,0.15879253,Protein_ProtBERT_SW_block,Protein_embedding
771,protein_emb_771,0.15875133,0.15875133,Protein_ProtBERT_SW_block,Protein_embedding
1262,dnabert2_emb_238,-0.15846276,0.15846276,Genomic_DNABERT2_block,DNABERT2_embedding
366,protein_emb_366,0.15824615,0.15824615,Protein_ProtBERT_SW_block,Protein_embedding
1095,dnabert2_emb_71,-0.15791579,0.15791579,Genomic_DNABERT2_block,DNABERT2_embedding
830,protein_emb_830,0.15769837,0.15769837,Protein_ProtBERT_SW_block,Protein_embedding
143,protein_emb_143,-0.15757264,0.15757264,Protein_ProtBERT_SW_block,Protein_embedding
783,protein_emb_783,0.15748059,0.15748059,Protein_ProtBERT_SW_block,Protein_embedding
742,protein_emb_742,0.15730507,0.15730507,Protein_ProtBERT_SW_block,Protein_embedding
118,protein_emb_118,-0.15690491,0.15690491,Protein_ProtBERT_SW_block,Protein_embedding
1675,dnabert2_emb_651,0.15683854,0.15683854,Genomic_DNABERT2_block,DNABERT2_embedding
1382,dnabert2_emb_358,0.15667104,0.15667104,Genomic_DNABERT2_block,DNABERT2_embedding
1588,dnabert2_emb_564,-0.15663223,0.15663223,Genomic_DNABERT2_block,DNABERT2_embedding
269,protein_emb_269,-0.15652623,0.15652623,Protein_ProtBERT_SW_block,Protein_embedding
831,protein_emb_831,-0.15619702,0.15619702,Protein_ProtBERT_SW_block,Protein_embedding
83,protein_emb_83,0.1561635,0.1561635,Protein_ProtBERT_SW_block,Protein_embedding
163,protein_emb_163,0.15550566,0.15550566,Protein_ProtBERT_SW_block,Protein_embedding
1088,dnabert2_emb_64,-0.15533988,0.15533988,Genomic_DNABERT2_block,DNABERT2_embedding
1445,dnabert2_emb_421,0.15532316,0.15532316,Genomic_DNABERT2_block,DNABERT2_embedding
1241,dnabert2_emb_217,0.15515794,0.15515794,Genomic_DNABERT2_block,DNABERT2_embedding
744,protein_emb_744,-0.15512769,0.15512769,Protein_ProtBERT_SW_block,Protein_embedding
1222,dnabert2_emb_198,-0.15494403,0.15494403,Genomic_DNABERT2_block,DNABERT2_embedding
934,protein_emb_934,-0.15477146,0.15477146,Protein_ProtBERT_SW_block,Protein_embedding
1584,dnabert2_emb_560,-0.15458902,0.15458902,Genomic_DNABERT2_block,DNABERT2_embedding
1194,dnabert2_emb_170,-0.15458386,0.15458386,Genomic_DNABERT2_block,DNABERT2_embedding
1385,dnabert2_emb_361,-0.1542593,0.1542593,Genomic_DNABERT2_block,DNABERT2_embedding
940,protein_emb_940,0.15414947,0.15414947,Protein_ProtBERT_SW_block,Protein_embedding
1437,dnabert2_emb_413,0.15337695,0.15337695,Genomic_DNABERT2_block,DNABERT2_embedding
133,protein_emb_133,-0.15337077,0.15337077,Protein_ProtBERT_SW_block,Protein_embedding
378,protein_emb_378,-0.15315499,0.15315499,Protein_ProtBERT_SW_block,Protein_embedding
1053,dnabert2_emb_29,0.15307898,0.15307898,Genomic_DNABERT2_block,DNABERT2_embedding
671,protein_emb_671,-0.15265061,0.15265061,Protein_ProtBERT_SW_block,Protein_embedding
1425,dnabert2_emb_401,-0.15241659,0.15241659,Genomic_DNABERT2_block,DNABERT2_embedding
357,protein_emb_357,-0.15230936,0.15230936,Protein_ProtBERT_SW_block,Protein_embedding
796,protein_emb_796,0.1522107,0.1522107,Protein_ProtBERT_SW_block,Protein_embedding
1568,dnabert2_emb_544,-0.15219366,0.15219366,Genomic_DNABERT2_block,DNABERT2_embedding
141,protein_emb_141,0.15178673,0.15178673,Protein_ProtBERT_SW_block,Protein_embedding
46,protein_emb_46,-0.15163147,0.15163147,Protein_ProtBERT_SW_block,Protein_embedding
1592,dnabert2_emb_568,-0.15144152,0.15144152,Genomic_DNABERT2_block,DNABERT2_embedding
627,protein_emb_627,-0.1508972,0.1508972,Protein_ProtBERT_SW_block,Protein_embedding
706,protein_emb_706,0.15063068,0.15063068,Protein_ProtBERT_SW_block,Protein_embedding
664,protein_emb_664,-0.1501033,0.1501033,Protein_ProtBERT_SW_block,Protein_embedding
407,protein_emb_407,-0.14987065,0.14987065,Protein_ProtBERT_SW_block,Protein_embedding
860,protein_emb_860,-0.14961298,0.14961298,Protein_ProtBERT_SW_block,Protein_embedding
257,protein_emb_257,-0.14945653,0.14945653,Protein_ProtBERT_SW_block,Protein_embedding
1035,dnabert2_emb_11,-0.149143,0.149143,Genomic_DNABERT2_block,DNABERT2_embedding
867,protein_emb_867,0.14904732,0.14904732,Protein_ProtBERT_SW_block,Protein_embedding
1755,dnabert2_emb_731,-0.14892937,0.14892937,Genomic_DNABERT2_block,DNABERT2_embedding
304,protein_emb_304,-0.14878125,0.14878125,Protein_ProtBERT_SW_block,Protein_embedding
479,protein_emb_479,-0.14866754,0.14866754,Protein_ProtBERT_SW_block,Protein_embedding
1367,dnabert2_emb_343,-0.14852218,0.14852218,Genomic_DNABERT2_block,DNABERT2_embedding
1566,dnabert2_emb_542,-0.14828943,0.14828943,Genomic_DNABERT2_block,DNABERT2_embedding
642,protein_emb_642,-0.14793965,0.14793965,Protein_ProtBERT_SW_block,Protein_embedding
225,protein_emb_225,-0.14767998,0.14767998,Protein_ProtBERT_SW_block,Protein_embedding
814,protein_emb_814,-0.14742298,0.14742298,Protein_ProtBERT_SW_block,Protein_embedding
1405,dnabert2_emb_381,-0.14735926,0.14735926,Genomic_DNABERT2_block,DNABERT2_embedding
1775,dnabert2_emb_751,0.14698918,0.14698918,Genomic_DNABERT2_block,DNABERT2_embedding
1316,dnabert2_emb_292,0.14682462,0.14682462,Genomic_DNABERT2_block,DNABERT2_embedding
1546,dnabert2_emb_522,0.14667044,0.14667044,Genomic_DNABERT2_block,DNABERT2_embedding
1089,dnabert2_emb_65,-0.14647655,0.14647655,Genomic_DNABERT2_block,DNABERT2_embedding
1381,dnabert2_emb_357,0.14619058,0.14619058,Genomic_DNABERT2_block,DNABERT2_embedding
963,protein_emb_963,0.14606391,0.14606391,Protein_ProtBERT_SW_block,Protein_embedding
1334,dnabert2_emb_310,0.14545004,0.14545004,Genomic_DNABERT2_block,DNABERT2_embedding
237,protein_emb_237,-0.14503888,0.14503888,Protein_ProtBERT_SW_block,Protein_embedding
1123,dnabert2_emb_99,0.14468855,0.14468855,Genomic_DNABERT2_block,DNABERT2_embedding
1232,dnabert2_emb_208,-0.14460585,0.14460585,Genomic_DNABERT2_block,DNABERT2_embedding
1435,dnabert2_emb_411,-0.14426231,0.14426231,Genomic_DNABERT2_block,DNABERT2_embedding
424,protein_emb_424,-0.14401662,0.14401662,Protein_ProtBERT_SW_block,Protein_embedding
907,protein_emb_907,-0.14385953,0.14385953,Protein_ProtBERT_SW_block,Protein_embedding
530,protein_emb_530,-0.14385675,0.14385675,Protein_ProtBERT_SW_block,Protein_embedding
1727,dnabert2_emb_703,0.14384447,0.14384447,Genomic_DNABERT2_block,DNABERT2_embedding
78,protein_emb_78,0.14369111,0.14369111,Protein_ProtBERT_SW_block,Protein_embedding
1217,dnabert2_emb_193,0.14316513,0.14316513,Genomic_DNABERT2_block,DNABERT2_embedding
1103,dnabert2_emb_79,-0.14315652,0.14315652,Genomic_DNABERT2_block,DNABERT2_embedding
659,protein_emb_659,-0.14307942,0.14307942,Protein_ProtBERT_SW_block,Protein_embedding
660,protein_emb_660,-0.14306628,0.14306628,Protein_ProtBERT_SW_block,Protein_embedding
735,protein_emb_735,0.14257341,0.14257341,Protein_ProtBERT_SW_block,Protein_embedding
1187,dnabert2_emb_163,-0.14237155,0.14237155,Genomic_DNABERT2_block,DNABERT2_embedding
1726,dnabert2_emb_702,0.14229925,0.14229925,Genomic_DNABERT2_block,DNABERT2_embedding
1164,dnabert2_emb_140,-0.14227543,0.14227543,Genomic_DNABERT2_block,DNABERT2_embedding
1555,dnabert2_emb_531,-0.14211279,0.14211279,Genomic_DNABERT2_block,DNABERT2_embedding
923,protein_emb_923,-0.14206361,0.14206361,Protein_ProtBERT_SW_block,Protein_embedding
1517,dnabert2_emb_493,-0.1419393,0.1419393,Genomic_DNABERT2_block,DNABERT2_embedding
1280,dnabert2_emb_256,0.14184399,0.14184399,Genomic_DNABERT2_block,DNABERT2_embedding
29,protein_emb_29,0.14184306,0.14184306,Protein_ProtBERT_SW_block,Protein_embedding
1032,dnabert2_emb_8,-0.14175712,0.14175712,Genomic_DNABERT2_block,DNABERT2_embedding
1142,dnabert2_emb_118,-0.1415184,0.1415184,Genomic_DNABERT2_block,DNABERT2_embedding
1783,dnabert2_emb_759,0.14150226,0.14150226,Genomic_DNABERT2_block,DNABERT2_embedding
364,protein_emb_364,-0.14143411,0.14143411,Protein_ProtBERT_SW_block,Protein_embedding
606,protein_emb_606,0.14129293,0.14129293,Protein_ProtBERT_SW_block,Protein_embedding
1144,dnabert2_emb_120,-0.14052455,0.14052455,Genomic_DNABERT2_block,DNABERT2_embedding
1600,dnabert2_emb_576,0.14021426,0.14021426,Genomic_DNABERT2_block,DNABERT2_embedding
639,protein_emb_639,0.14021342,0.14021342,Protein_ProtBERT_SW_block,Protein_embedding
1246,dnabert2_emb_222,0.1400408,0.1400408,Genomic_DNABERT2_block,DNABERT2_embedding
1511,dnabert2_emb_487,-0.13982933,0.13982933,Genomic_DNABERT2_block,DNABERT2_embedding
67,protein_emb_67,0.13956194,0.13956194,Protein_ProtBERT_SW_block,Protein_embedding
1563,dnabert2_emb_539,-0.1394616,0.1394616,Genomic_DNABERT2_block,DNABERT2_embedding
430,protein_emb_430,-0.13913491,0.13913491,Protein_ProtBERT_SW_block,Protein_embedding
1079,dnabert2_emb_55,0.13884526,0.13884526,Genomic_DNABERT2_block,DNABERT2_embedding
854,protein_emb_854,0.13861068,0.13861068,Protein_ProtBERT_SW_block,Protein_embedding
930,protein_emb_930,0.1384824,0.1384824,Protein_ProtBERT_SW_block,Protein_embedding
1248,dnabert2_emb_224,0.1383311,0.1383311,Genomic_DNABERT2_block,DNABERT2_embedding
13,protein_emb_13,0.13825594,0.13825594,Protein_ProtBERT_SW_block,Protein_embedding
123,protein_emb_123,-0.13785411,0.13785411,Protein_ProtBERT_SW_block,Protein_embedding
519,protein_emb_519,-0.13757342,0.13757342,Protein_ProtBERT_SW_block,Protein_embedding
1036,dnabert2_emb_12,0.13705971,0.13705971,Genomic_DNABERT2_block,DNABERT2_embedding
1696,dnabert2_emb_672,0.13700622,0.13700622,Genomic_DNABERT2_block,DNABERT2_embedding
781,protein_emb_781,-0.13690072,0.13690072,Protein_ProtBERT_SW_block,Protein_embedding
352,protein_emb_352,-0.13673112,0.13673112,Protein_ProtBERT_SW_block,Protein_embedding
68,protein_emb_68,-0.13655494,0.13655494,Protein_ProtBERT_SW_block,Protein_embedding
1450,dnabert2_emb_426,-0.13618322,0.13618322,Genomic_DNABERT2_block,DNABERT2_embedding
688,protein_emb_688,-0.13577729,0.13577729,Protein_ProtBERT_SW_block,Protein_embedding
776,protein_emb_776,-0.13482912,0.13482912,Protein_ProtBERT_SW_block,Protein_embedding
885,protein_emb_885,-0.13481737,0.13481737,Protein_ProtBERT_SW_block,Protein_embedding
653,protein_emb_653,-0.13467092,0.13467092,Protein_ProtBERT_SW_block,Protein_embedding
1111,dnabert2_emb_87,0.13466851,0.13466851,Genomic_DNABERT2_block,DNABERT2_embedding
981,protein_emb_981,-0.13464678,0.13464678,Protein_ProtBERT_SW_block,Protein_embedding
1202,dnabert2_emb_178,0.13452429,0.13452429,Genomic_DNABERT2_block,DNABERT2_embedding
1556,dnabert2_emb_532,0.13428586,0.13428586,Genomic_DNABERT2_block,DNABERT2_embedding
559,protein_emb_559,-0.13422407,0.13422407,Protein_ProtBERT_SW_block,Protein_embedding
401,protein_emb_401,-0.13417433,0.13417433,Protein_ProtBERT_SW_block,Protein_embedding
1208,dnabert2_emb_184,0.13395547,0.13395547,Genomic_DNABERT2_block,DNABERT2_embedding
1754,dnabert2_emb_730,-0.13355749,0.13355749,Genomic_DNABERT2_block,DNABERT2_embedding
95,protein_emb_95,0.13345781,0.13345781,Protein_ProtBERT_SW_block,Protein_embedding
47,protein_emb_47,-0.13340345,0.13340345,Protein_ProtBERT_SW_block,Protein_embedding
936,protein_emb_936,0.1331668,0.1331668,Protein_ProtBERT_SW_block,Protein_embedding
554,protein_emb_554,0.13314653,0.13314653,Protein_ProtBERT_SW_block,Protein_embedding
1393,dnabert2_emb_369,0.13284313,0.13284313,Genomic_DNABERT2_block,DNABERT2_embedding
74,protein_emb_74,0.13276745,0.13276745,Protein_ProtBERT_SW_block,Protein_embedding
155,protein_emb_155,0.13259554,0.13259554,Protein_ProtBERT_SW_block,Protein_embedding
1315,dnabert2_emb_291,-0.13205969,0.13205969,Genomic_DNABERT2_block,DNABERT2_embedding
1303,dnabert2_emb_279,-0.13186471,0.13186471,Genomic_DNABERT2_block,DNABERT2_embedding
167,protein_emb_167,-0.13184014,0.13184014,Protein_ProtBERT_SW_block,Protein_embedding
1263,dnabert2_emb_239,-0.13167561,0.13167561,Genomic_DNABERT2_block,DNABERT2_embedding
1360,dnabert2_emb_336,-0.13151556,0.13151556,Genomic_DNABERT2_block,DNABERT2_embedding
1501,dnabert2_emb_477,-0.13135674,0.13135674,Genomic_DNABERT2_block,DNABERT2_embedding
1340,dnabert2_emb_316,0.13130747,0.13130747,Genomic_DNABERT2_block,DNABERT2_embedding
341,protein_emb_341,0.13116327,0.13116327,Protein_ProtBERT_SW_block,Protein_embedding
1515,dnabert2_emb_491,-0.13113033,0.13113033,Genomic_DNABERT2_block,DNABERT2_embedding
542,protein_emb_542,0.13081922,0.13081922,Protein_ProtBERT_SW_block,Protein_embedding
410,protein_emb_410,0.13078665,0.13078665,Protein_ProtBERT_SW_block,Protein_embedding
1151,dnabert2_emb_127,0.13074036,0.13074036,Genomic_DNABERT2_block,DNABERT2_embedding
92,protein_emb_92,-0.13073696,0.13073696,Protein_ProtBERT_SW_block,Protein_embedding
1013,protein_emb_1013,-0.13069905,0.13069905,Protein_ProtBERT_SW_block,Protein_embedding
111,protein_emb_111,0.13061842,0.13061842,Protein_ProtBERT_SW_block,Protein_embedding
820,protein_emb_820,-0.13045967,0.13045967,Protein_ProtBERT_SW_block,Protein_embedding
543,protein_emb_543,0.13041358,0.13041358,Protein_ProtBERT_SW_block,Protein_embedding
458,protein_emb_458,0.13025967,0.13025967,Protein_ProtBERT_SW_block,Protein_embedding
1648,dnabert2_emb_624,0.12988354,0.12988354,Genomic_DNABERT2_block,DNABERT2_embedding
574,protein_emb_574,-0.12947959,0.12947959,Protein_ProtBERT_SW_block,Protein_embedding
241,protein_emb_241,0.12943317,0.12943317,Protein_ProtBERT_SW_block,Protein_embedding
1651,dnabert2_emb_627,-0.12883957,0.12883957,Genomic_DNABERT2_block,DNABERT2_embedding
1243,dnabert2_emb_219,-0.12852726,0.12852726,Genomic_DNABERT2_block,DNABERT2_embedding
1230,dnabert2_emb_206,0.12828192,0.12828192,Genomic_DNABERT2_block,DNABERT2_embedding
1308,dnabert2_emb_284,-0.12807197,0.12807197,Genomic_DNABERT2_block,DNABERT2_embedding
593,protein_emb_593,-0.12799233,0.12799233,Protein_ProtBERT_SW_block,Protein_embedding
370,protein_emb_370,0.12785799,0.12785799,Protein_ProtBERT_SW_block,Protein_embedding
1578,dnabert2_emb_554,-0.12781004,0.12781004,Genomic_DNABERT2_block,DNABERT2_embedding
825,protein_emb_825,0.12775989,0.12775989,Protein_ProtBERT_SW_block,Protein_embedding
520,protein_emb_520,0.12775809,0.12775809,Protein_ProtBERT_SW_block,Protein_embedding
426,protein_emb_426,-0.1275865,0.1275865,Protein_ProtBERT_SW_block,Protein_embedding
1647,dnabert2_emb_623,0.12747215,0.12747215,Genomic_DNABERT2_block,DNABERT2_embedding
526,protein_emb_526,-0.1272097,0.1272097,Protein_ProtBERT_SW_block,Protein_embedding
1203,dnabert2_emb_179,-0.12706572,0.12706572,Genomic_DNABERT2_block,DNABERT2_embedding
1455,dnabert2_emb_431,-0.12702746,0.12702746,Genomic_DNABERT2_block,DNABERT2_embedding
687,protein_emb_687,0.12701897,0.12701897,Protein_ProtBERT_SW_block,Protein_embedding
87,protein_emb_87,-0.12690514,0.12690514,Protein_ProtBERT_SW_block,Protein_embedding
1420,dnabert2_emb_396,-0.12685006,0.12685006,Genomic_DNABERT2_block,DNABERT2_embedding
1065,dnabert2_emb_41,-0.12684046,0.12684046,Genomic_DNABERT2_block,DNABERT2_embedding
704,protein_emb_704,-0.12654881,0.12654881,Protein_ProtBERT_SW_block,Protein_embedding
1406,dnabert2_emb_382,-0.12650636,0.12650636,Genomic_DNABERT2_block,DNABERT2_embedding
872,protein_emb_872,-0.12572713,0.12572713,Protein_ProtBERT_SW_block,Protein_embedding
661,protein_emb_661,0.12532386,0.12532386,Protein_ProtBERT_SW_block,Protein_embedding
1012,protein_emb_1012,0.1251751,0.1251751,Protein_ProtBERT_SW_block,Protein_embedding
340,protein_emb_340,-0.12502177,0.12502177,Protein_ProtBERT_SW_block,Protein_embedding
244,protein_emb_244,-0.12495192,0.12495192,Protein_ProtBERT_SW_block,Protein_embedding
315,protein_emb_315,-0.12479533,0.12479533,Protein_ProtBERT_SW_block,Protein_embedding
786,protein_emb_786,-0.12477414,0.12477414,Protein_ProtBERT_SW_block,Protein_embedding
471,protein_emb_471,0.12441778,0.12441778,Protein_ProtBERT_SW_block,Protein_embedding
1184,dnabert2_emb_160,0.12422826,0.12422826,Genomic_DNABERT2_block,DNABERT2_embedding
