feature_index,feature_name,coefficient,abs_coefficient,block,feature_group
1223,dnabert2_emb_199,-0.25564298,0.25564298,Genomic_DNABERT2_block,DNABERT2_embedding
1021,protein_emb_1021,0.25547091,0.25547091,Protein_ProtBERT_SW_block,Protein_embedding
1712,dnabert2_emb_688,-0.25522853,0.25522853,Genomic_DNABERT2_block,DNABERT2_embedding
777,protein_emb_777,-0.25507155,0.25507155,Protein_ProtBERT_SW_block,Protein_embedding
1281,dnabert2_emb_257,-0.25461205,0.25461205,Genomic_DNABERT2_block,DNABERT2_embedding
110,protein_emb_110,-0.25413483,0.25413483,Protein_ProtBERT_SW_block,Protein_embedding
1141,dnabert2_emb_117,-0.2536962,0.2536962,Genomic_DNABERT2_block,DNABERT2_embedding
1138,dnabert2_emb_114,-0.25344251,0.25344251,Genomic_DNABERT2_block,DNABERT2_embedding
69,protein_emb_69,-0.25321668,0.25321668,Protein_ProtBERT_SW_block,Protein_embedding
1788,dnabert2_emb_764,0.25313436,0.25313436,Genomic_DNABERT2_block,DNABERT2_embedding
206,protein_emb_206,-0.252848,0.252848,Protein_ProtBERT_SW_block,Protein_embedding
810,protein_emb_810,0.25264774,0.25264774,Protein_ProtBERT_SW_block,Protein_embedding
572,protein_emb_572,0.25250599,0.25250599,Protein_ProtBERT_SW_block,Protein_embedding
1458,dnabert2_emb_434,-0.25249952,0.25249952,Genomic_DNABERT2_block,DNABERT2_embedding
333,protein_emb_333,0.25228444,0.25228444,Protein_ProtBERT_SW_block,Protein_embedding
1533,dnabert2_emb_509,0.25191026,0.25191026,Genomic_DNABERT2_block,DNABERT2_embedding
649,protein_emb_649,0.25189382,0.25189382,Protein_ProtBERT_SW_block,Protein_embedding
1161,dnabert2_emb_137,-0.25149254,0.25149254,Genomic_DNABERT2_block,DNABERT2_embedding
267,protein_emb_267,-0.25091815,0.25091815,Protein_ProtBERT_SW_block,Protein_embedding
1009,protein_emb_1009,0.25074727,0.25074727,Protein_ProtBERT_SW_block,Protein_embedding
1063,dnabert2_emb_39,0.2507323,0.2507323,Genomic_DNABERT2_block,DNABERT2_embedding
708,protein_emb_708,-0.25058008,0.25058008,Protein_ProtBERT_SW_block,Protein_embedding
1430,dnabert2_emb_406,-0.25044924,0.25044924,Genomic_DNABERT2_block,DNABERT2_embedding
41,protein_emb_41,0.25043013,0.25043013,Protein_ProtBERT_SW_block,Protein_embedding
344,protein_emb_344,-0.25034303,0.25034303,Protein_ProtBERT_SW_block,Protein_embedding
1287,dnabert2_emb_263,0.25026726,0.25026726,Genomic_DNABERT2_block,DNABERT2_embedding
380,protein_emb_380,0.25023714,0.25023714,Protein_ProtBERT_SW_block,Protein_embedding
1117,dnabert2_emb_93,-0.24987663,0.24987663,Genomic_DNABERT2_block,DNABERT2_embedding
1345,dnabert2_emb_321,-0.24983979,0.24983979,Genomic_DNABERT2_block,DNABERT2_embedding
513,protein_emb_513,-0.24939263,0.24939263,Protein_ProtBERT_SW_block,Protein_embedding
1395,dnabert2_emb_371,-0.2493239,0.2493239,Genomic_DNABERT2_block,DNABERT2_embedding
1189,dnabert2_emb_165,0.24921175,0.24921175,Genomic_DNABERT2_block,DNABERT2_embedding
180,protein_emb_180,-0.24908162,0.24908162,Protein_ProtBERT_SW_block,Protein_embedding
1060,dnabert2_emb_36,0.24877885,0.24877885,Genomic_DNABERT2_block,DNABERT2_embedding
1302,dnabert2_emb_278,-0.24852651,0.24852651,Genomic_DNABERT2_block,DNABERT2_embedding
1299,dnabert2_emb_275,0.24845631,0.24845631,Genomic_DNABERT2_block,DNABERT2_embedding
1742,dnabert2_emb_718,-0.24808011,0.24808011,Genomic_DNABERT2_block,DNABERT2_embedding
18,protein_emb_18,0.24792089,0.24792089,Protein_ProtBERT_SW_block,Protein_embedding
273,protein_emb_273,-0.2477301,0.2477301,Protein_ProtBERT_SW_block,Protein_embedding
362,protein_emb_362,-0.24714256,0.24714256,Protein_ProtBERT_SW_block,Protein_embedding
506,protein_emb_506,-0.24713233,0.24713233,Protein_ProtBERT_SW_block,Protein_embedding
553,protein_emb_553,0.24709459,0.24709459,Protein_ProtBERT_SW_block,Protein_embedding
617,protein_emb_617,0.24670664,0.24670664,Protein_ProtBERT_SW_block,Protein_embedding
812,protein_emb_812,-0.24629046,0.24629046,Protein_ProtBERT_SW_block,Protein_embedding
972,protein_emb_972,0.24591656,0.24591656,Protein_ProtBERT_SW_block,Protein_embedding
56,protein_emb_56,0.24581741,0.24581741,Protein_ProtBERT_SW_block,Protein_embedding
456,protein_emb_456,0.24561755,0.24561755,Protein_ProtBERT_SW_block,Protein_embedding
391,protein_emb_391,-0.24561552,0.24561552,Protein_ProtBERT_SW_block,Protein_embedding
349,protein_emb_349,-0.24559857,0.24559857,Protein_ProtBERT_SW_block,Protein_embedding
623,protein_emb_623,0.24541374,0.24541374,Protein_ProtBERT_SW_block,Protein_embedding
448,protein_emb_448,-0.24536971,0.24536971,Protein_ProtBERT_SW_block,Protein_embedding
434,protein_emb_434,0.24519894,0.24519894,Protein_ProtBERT_SW_block,Protein_embedding
1183,dnabert2_emb_159,0.24512525,0.24512525,Genomic_DNABERT2_block,DNABERT2_embedding
883,protein_emb_883,0.24487657,0.24487657,Protein_ProtBERT_SW_block,Protein_embedding
1401,dnabert2_emb_377,0.24425603,0.24425603,Genomic_DNABERT2_block,DNABERT2_embedding
1357,dnabert2_emb_333,0.24425267,0.24425267,Genomic_DNABERT2_block,DNABERT2_embedding
1650,dnabert2_emb_626,0.24424121,0.24424121,Genomic_DNABERT2_block,DNABERT2_embedding
902,protein_emb_902,0.24423467,0.24423467,Protein_ProtBERT_SW_block,Protein_embedding
330,protein_emb_330,-0.24402584,0.24402584,Protein_ProtBERT_SW_block,Protein_embedding
725,protein_emb_725,0.24366416,0.24366416,Protein_ProtBERT_SW_block,Protein_embedding
1503,dnabert2_emb_479,-0.24318582,0.24318582,Genomic_DNABERT2_block,DNABERT2_embedding
1271,dnabert2_emb_247,-0.24274758,0.24274758,Genomic_DNABERT2_block,DNABERT2_embedding
1196,dnabert2_emb_172,-0.2424106,0.2424106,Genomic_DNABERT2_block,DNABERT2_embedding
750,protein_emb_750,0.24208443,0.24208443,Protein_ProtBERT_SW_block,Protein_embedding
1125,dnabert2_emb_101,-0.24204654,0.24204654,Genomic_DNABERT2_block,DNABERT2_embedding
1293,dnabert2_emb_269,-0.24182041,0.24182041,Genomic_DNABERT2_block,DNABERT2_embedding
1462,dnabert2_emb_438,0.24110516,0.24110516,Genomic_DNABERT2_block,DNABERT2_embedding
303,protein_emb_303,-0.24085953,0.24085953,Protein_ProtBERT_SW_block,Protein_embedding
1169,dnabert2_emb_145,-0.23973012,0.23973012,Genomic_DNABERT2_block,DNABERT2_embedding
1255,dnabert2_emb_231,0.239624,0.239624,Genomic_DNABERT2_block,DNABERT2_embedding
677,protein_emb_677,-0.23951839,0.23951839,Protein_ProtBERT_SW_block,Protein_embedding
231,protein_emb_231,-0.23929939,0.23929939,Protein_ProtBERT_SW_block,Protein_embedding
515,protein_emb_515,-0.23878325,0.23878325,Protein_ProtBERT_SW_block,Protein_embedding
1644,dnabert2_emb_620,0.23830836,0.23830836,Genomic_DNABERT2_block,DNABERT2_embedding
223,protein_emb_223,0.238306,0.238306,Protein_ProtBERT_SW_block,Protein_embedding
1628,dnabert2_emb_604,-0.23819974,0.23819974,Genomic_DNABERT2_block,DNABERT2_embedding
480,protein_emb_480,0.23798968,0.23798968,Protein_ProtBERT_SW_block,Protein_embedding
1558,dnabert2_emb_534,0.23793551,0.23793551,Genomic_DNABERT2_block,DNABERT2_embedding
614,protein_emb_614,0.23790074,0.23790074,Protein_ProtBERT_SW_block,Protein_embedding
1488,dnabert2_emb_464,-0.23772773,0.23772773,Genomic_DNABERT2_block,DNABERT2_embedding
292,protein_emb_292,0.23754313,0.23754313,Protein_ProtBERT_SW_block,Protein_embedding
1152,dnabert2_emb_128,-0.23685214,0.23685214,Genomic_DNABERT2_block,DNABERT2_embedding
1718,dnabert2_emb_694,-0.23674477,0.23674477,Genomic_DNABERT2_block,DNABERT2_embedding
165,protein_emb_165,0.23671331,0.23671331,Protein_ProtBERT_SW_block,Protein_embedding
891,protein_emb_891,-0.23639242,0.23639242,Protein_ProtBERT_SW_block,Protein_embedding
1427,dnabert2_emb_403,0.23622116,0.23622116,Genomic_DNABERT2_block,DNABERT2_embedding
116,protein_emb_116,0.23598954,0.23598954,Protein_ProtBERT_SW_block,Protein_embedding
1662,dnabert2_emb_638,0.23571234,0.23571234,Genomic_DNABERT2_block,DNABERT2_embedding
1172,dnabert2_emb_148,0.23456081,0.23456081,Genomic_DNABERT2_block,DNABERT2_embedding
1113,dnabert2_emb_89,-0.2344905,0.2344905,Genomic_DNABERT2_block,DNABERT2_embedding
567,protein_emb_567,0.23403991,0.23403991,Protein_ProtBERT_SW_block,Protein_embedding
1267,dnabert2_emb_243,0.23365589,0.23365589,Genomic_DNABERT2_block,DNABERT2_embedding
90,protein_emb_90,0.23315806,0.23315806,Protein_ProtBERT_SW_block,Protein_embedding
1390,dnabert2_emb_366,-0.23203396,0.23203396,Genomic_DNABERT2_block,DNABERT2_embedding
61,protein_emb_61,0.23191044,0.23191044,Protein_ProtBERT_SW_block,Protein_embedding
746,protein_emb_746,0.23184086,0.23184086,Protein_ProtBERT_SW_block,Protein_embedding
122,protein_emb_122,0.23141884,0.23141884,Protein_ProtBERT_SW_block,Protein_embedding
1616,dnabert2_emb_592,0.23116062,0.23116062,Genomic_DNABERT2_block,DNABERT2_embedding
481,protein_emb_481,-0.23108716,0.23108716,Protein_ProtBERT_SW_block,Protein_embedding
1560,dnabert2_emb_536,0.23097943,0.23097943,Genomic_DNABERT2_block,DNABERT2_embedding
295,protein_emb_295,0.23053673,0.23053673,Protein_ProtBERT_SW_block,Protein_embedding
1362,dnabert2_emb_338,-0.23030101,0.23030101,Genomic_DNABERT2_block,DNABERT2_embedding
991,protein_emb_991,0.23004515,0.23004515,Protein_ProtBERT_SW_block,Protein_embedding
1441,dnabert2_emb_417,0.22991938,0.22991938,Genomic_DNABERT2_block,DNABERT2_embedding
35,protein_emb_35,-0.2295913,0.2295913,Protein_ProtBERT_SW_block,Protein_embedding
1072,dnabert2_emb_48,-0.22947241,0.22947241,Genomic_DNABERT2_block,DNABERT2_embedding
565,protein_emb_565,0.22940526,0.22940526,Protein_ProtBERT_SW_block,Protein_embedding
1226,dnabert2_emb_202,0.22932599,0.22932599,Genomic_DNABERT2_block,DNABERT2_embedding
514,protein_emb_514,-0.22918724,0.22918724,Protein_ProtBERT_SW_block,Protein_embedding
1168,dnabert2_emb_144,-0.22881611,0.22881611,Genomic_DNABERT2_block,DNABERT2_embedding
1143,dnabert2_emb_119,0.22857301,0.22857301,Genomic_DNABERT2_block,DNABERT2_embedding
1614,dnabert2_emb_590,-0.22848717,0.22848717,Genomic_DNABERT2_block,DNABERT2_embedding
1598,dnabert2_emb_574,-0.22808891,0.22808891,Genomic_DNABERT2_block,DNABERT2_embedding
316,protein_emb_316,-0.22776054,0.22776054,Protein_ProtBERT_SW_block,Protein_embedding
363,protein_emb_363,-0.22766326,0.22766326,Protein_ProtBERT_SW_block,Protein_embedding
1770,dnabert2_emb_746,0.22736997,0.22736997,Genomic_DNABERT2_block,DNABERT2_embedding
1073,dnabert2_emb_49,-0.22613654,0.22613654,Genomic_DNABERT2_block,DNABERT2_embedding
908,protein_emb_908,0.22595704,0.22595704,Protein_ProtBERT_SW_block,Protein_embedding
1174,dnabert2_emb_150,0.22576921,0.22576921,Genomic_DNABERT2_block,DNABERT2_embedding
878,protein_emb_878,-0.22485358,0.22485358,Protein_ProtBERT_SW_block,Protein_embedding
1621,dnabert2_emb_597,-0.2248443,0.2248443,Genomic_DNABERT2_block,DNABERT2_embedding
1540,dnabert2_emb_516,-0.22481145,0.22481145,Genomic_DNABERT2_block,DNABERT2_embedding
1016,protein_emb_1016,-0.2243561,0.2243561,Protein_ProtBERT_SW_block,Protein_embedding
1624,dnabert2_emb_600,-0.22399527,0.22399527,Genomic_DNABERT2_block,DNABERT2_embedding
1763,dnabert2_emb_739,-0.22377421,0.22377421,Genomic_DNABERT2_block,DNABERT2_embedding
334,protein_emb_334,0.22372583,0.22372583,Protein_ProtBERT_SW_block,Protein_embedding
756,protein_emb_756,-0.22259442,0.22259442,Protein_ProtBERT_SW_block,Protein_embedding
1737,dnabert2_emb_713,-0.22174071,0.22174071,Genomic_DNABERT2_block,DNABERT2_embedding
1780,dnabert2_emb_756,-0.22162414,0.22162414,Genomic_DNABERT2_block,DNABERT2_embedding
1516,dnabert2_emb_492,-0.22155527,0.22155527,Genomic_DNABERT2_block,DNABERT2_embedding
1191,dnabert2_emb_167,-0.22142474,0.22142474,Genomic_DNABERT2_block,DNABERT2_embedding
346,protein_emb_346,0.22132138,0.22132138,Protein_ProtBERT_SW_block,Protein_embedding
1153,dnabert2_emb_129,-0.22115548,0.22115548,Genomic_DNABERT2_block,DNABERT2_embedding
780,protein_emb_780,0.22105463,0.22105463,Protein_ProtBERT_SW_block,Protein_embedding
1451,dnabert2_emb_427,0.22103794,0.22103794,Genomic_DNABERT2_block,DNABERT2_embedding
971,protein_emb_971,-0.22022879,0.22022879,Protein_ProtBERT_SW_block,Protein_embedding
214,protein_emb_214,0.22021428,0.22021428,Protein_ProtBERT_SW_block,Protein_embedding
1200,dnabert2_emb_176,0.22009833,0.22009833,Genomic_DNABERT2_block,DNABERT2_embedding
1766,dnabert2_emb_742,0.22009254,0.22009254,Genomic_DNABERT2_block,DNABERT2_embedding
1234,dnabert2_emb_210,0.21997662,0.21997662,Genomic_DNABERT2_block,DNABERT2_embedding
1679,dnabert2_emb_655,0.21967805,0.21967805,Genomic_DNABERT2_block,DNABERT2_embedding
1681,dnabert2_emb_657,0.21957618,0.21957618,Genomic_DNABERT2_block,DNABERT2_embedding
1237,dnabert2_emb_213,-0.21957051,0.21957051,Genomic_DNABERT2_block,DNABERT2_embedding
490,protein_emb_490,-0.21904193,0.21904193,Protein_ProtBERT_SW_block,Protein_embedding
1356,dnabert2_emb_332,0.21817403,0.21817403,Genomic_DNABERT2_block,DNABERT2_embedding
328,protein_emb_328,-0.21778752,0.21778752,Protein_ProtBERT_SW_block,Protein_embedding
232,protein_emb_232,-0.21755825,0.21755825,Protein_ProtBERT_SW_block,Protein_embedding
726,protein_emb_726,-0.21732625,0.21732625,Protein_ProtBERT_SW_block,Protein_embedding
484,protein_emb_484,0.21712808,0.21712808,Protein_ProtBERT_SW_block,Protein_embedding
1097,dnabert2_emb_73,-0.21696342,0.21696342,Genomic_DNABERT2_block,DNABERT2_embedding
1131,dnabert2_emb_107,0.2165671,0.2165671,Genomic_DNABERT2_block,DNABERT2_embedding
1040,dnabert2_emb_16,0.21638148,0.21638148,Genomic_DNABERT2_block,DNABERT2_embedding
323,protein_emb_323,0.21611743,0.21611743,Protein_ProtBERT_SW_block,Protein_embedding
977,protein_emb_977,-0.21588601,0.21588601,Protein_ProtBERT_SW_block,Protein_embedding
280,protein_emb_280,0.21547938,0.21547938,Protein_ProtBERT_SW_block,Protein_embedding
889,protein_emb_889,0.21491891,0.21491891,Protein_ProtBERT_SW_block,Protein_embedding
1429,dnabert2_emb_405,0.21491343,0.21491343,Genomic_DNABERT2_block,DNABERT2_embedding
192,protein_emb_192,-0.2146759,0.2146759,Protein_ProtBERT_SW_block,Protein_embedding
309,protein_emb_309,0.21460564,0.21460564,Protein_ProtBERT_SW_block,Protein_embedding
1038,dnabert2_emb_14,0.21458276,0.21458276,Genomic_DNABERT2_block,DNABERT2_embedding
939,protein_emb_939,-0.21428986,0.21428986,Protein_ProtBERT_SW_block,Protein_embedding
139,protein_emb_139,0.21416754,0.21416754,Protein_ProtBERT_SW_block,Protein_embedding
461,protein_emb_461,-0.21389049,0.21389049,Protein_ProtBERT_SW_block,Protein_embedding
1195,dnabert2_emb_171,-0.21346727,0.21346727,Genomic_DNABERT2_block,DNABERT2_embedding
1561,dnabert2_emb_537,-0.21309906,0.21309906,Genomic_DNABERT2_block,DNABERT2_embedding
866,protein_emb_866,-0.21257503,0.21257503,Protein_ProtBERT_SW_block,Protein_embedding
853,protein_emb_853,0.21254256,0.21254256,Protein_ProtBERT_SW_block,Protein_embedding
1130,dnabert2_emb_106,-0.21249608,0.21249608,Genomic_DNABERT2_block,DNABERT2_embedding
1322,dnabert2_emb_298,0.21242387,0.21242387,Genomic_DNABERT2_block,DNABERT2_embedding
1617,dnabert2_emb_593,-0.21211608,0.21211608,Genomic_DNABERT2_block,DNABERT2_embedding
1019,protein_emb_1019,0.2120963,0.2120963,Protein_ProtBERT_SW_block,Protein_embedding
1329,dnabert2_emb_305,-0.21179782,0.21179782,Genomic_DNABERT2_block,DNABERT2_embedding
848,protein_emb_848,0.21164604,0.21164604,Protein_ProtBERT_SW_block,Protein_embedding
640,protein_emb_640,0.21157945,0.21157945,Protein_ProtBERT_SW_block,Protein_embedding
898,protein_emb_898,0.21154823,0.21154823,Protein_ProtBERT_SW_block,Protein_embedding
1057,dnabert2_emb_33,-0.21141642,0.21141642,Genomic_DNABERT2_block,DNABERT2_embedding
731,protein_emb_731,0.21110324,0.21110324,Protein_ProtBERT_SW_block,Protein_embedding
1024,dnabert2_emb_0,-0.20991176,0.20991176,Genomic_DNABERT2_block,DNABERT2_embedding
478,protein_emb_478,-0.20989418,0.20989418,Protein_ProtBERT_SW_block,Protein_embedding
1120,dnabert2_emb_96,0.20986662,0.20986662,Genomic_DNABERT2_block,DNABERT2_embedding
1375,dnabert2_emb_351,0.20979756,0.20979756,Genomic_DNABERT2_block,DNABERT2_embedding
477,protein_emb_477,0.20938495,0.20938495,Protein_ProtBERT_SW_block,Protein_embedding
569,protein_emb_569,0.2093165,0.2093165,Protein_ProtBERT_SW_block,Protein_embedding
524,protein_emb_524,0.2089126,0.2089126,Protein_ProtBERT_SW_block,Protein_embedding
176,protein_emb_176,0.20887403,0.20887403,Protein_ProtBERT_SW_block,Protein_embedding
1519,dnabert2_emb_495,-0.20831927,0.20831927,Genomic_DNABERT2_block,DNABERT2_embedding
1416,dnabert2_emb_392,-0.20727195,0.20727195,Genomic_DNABERT2_block,DNABERT2_embedding
892,protein_emb_892,0.20700914,0.20700914,Protein_ProtBERT_SW_block,Protein_embedding
1459,dnabert2_emb_435,0.20659275,0.20659275,Genomic_DNABERT2_block,DNABERT2_embedding
1552,dnabert2_emb_528,-0.20602736,0.20602736,Genomic_DNABERT2_block,DNABERT2_embedding
1640,dnabert2_emb_616,0.20590413,0.20590413,Genomic_DNABERT2_block,DNABERT2_embedding
948,protein_emb_948,0.20574173,0.20574173,Protein_ProtBERT_SW_block,Protein_embedding
1460,dnabert2_emb_436,0.20572731,0.20572731,Genomic_DNABERT2_block,DNABERT2_embedding
271,protein_emb_271,-0.20534484,0.20534484,Protein_ProtBERT_SW_block,Protein_embedding
1743,dnabert2_emb_719,-0.20522002,0.20522002,Genomic_DNABERT2_block,DNABERT2_embedding
1752,dnabert2_emb_728,-0.20496031,0.20496031,Genomic_DNABERT2_block,DNABERT2_embedding
1531,dnabert2_emb_507,-0.204949,0.204949,Genomic_DNABERT2_block,DNABERT2_embedding
684,protein_emb_684,-0.20485691,0.20485691,Protein_ProtBERT_SW_block,Protein_embedding
683,protein_emb_683,0.20459703,0.20459703,Protein_ProtBERT_SW_block,Protein_embedding
200,protein_emb_200,-0.20449347,0.20449347,Protein_ProtBERT_SW_block,Protein_embedding
575,protein_emb_575,0.20448844,0.20448844,Protein_ProtBERT_SW_block,Protein_embedding
926,protein_emb_926,0.20398642,0.20398642,Protein_ProtBERT_SW_block,Protein_embedding
1653,dnabert2_emb_629,-0.20334342,0.20334342,Genomic_DNABERT2_block,DNABERT2_embedding
488,protein_emb_488,-0.20320053,0.20320053,Protein_ProtBERT_SW_block,Protein_embedding
754,protein_emb_754,0.20274983,0.20274983,Protein_ProtBERT_SW_block,Protein_embedding
1260,dnabert2_emb_236,-0.20265609,0.20265609,Genomic_DNABERT2_block,DNABERT2_embedding
715,protein_emb_715,-0.20246158,0.20246158,Protein_ProtBERT_SW_block,Protein_embedding
126,protein_emb_126,-0.20242681,0.20242681,Protein_ProtBERT_SW_block,Protein_embedding
489,protein_emb_489,0.20203642,0.20203642,Protein_ProtBERT_SW_block,Protein_embedding
560,protein_emb_560,0.2015435,0.2015435,Protein_ProtBERT_SW_block,Protein_embedding
979,protein_emb_979,-0.20118844,0.20118844,Protein_ProtBERT_SW_block,Protein_embedding
49,protein_emb_49,0.20093871,0.20093871,Protein_ProtBERT_SW_block,Protein_embedding
755,protein_emb_755,0.20071076,0.20071076,Protein_ProtBERT_SW_block,Protein_embedding
5,protein_emb_5,-0.20008522,0.20008522,Protein_ProtBERT_SW_block,Protein_embedding
1007,protein_emb_1007,-0.20006295,0.20006295,Protein_ProtBERT_SW_block,Protein_embedding
291,protein_emb_291,0.19963262,0.19963262,Protein_ProtBERT_SW_block,Protein_embedding
697,protein_emb_697,-0.19936744,0.19936744,Protein_ProtBERT_SW_block,Protein_embedding
1215,dnabert2_emb_191,-0.19933136,0.19933136,Genomic_DNABERT2_block,DNABERT2_embedding
607,protein_emb_607,-0.19926589,0.19926589,Protein_ProtBERT_SW_block,Protein_embedding
1611,dnabert2_emb_587,-0.19860042,0.19860042,Genomic_DNABERT2_block,DNABERT2_embedding
492,protein_emb_492,-0.19849607,0.19849607,Protein_ProtBERT_SW_block,Protein_embedding
518,protein_emb_518,-0.19823252,0.19823252,Protein_ProtBERT_SW_block,Protein_embedding
132,protein_emb_132,-0.19815189,0.19815189,Protein_ProtBERT_SW_block,Protein_embedding
1748,dnabert2_emb_724,0.19792179,0.19792179,Genomic_DNABERT2_block,DNABERT2_embedding
91,protein_emb_91,0.19764407,0.19764407,Protein_ProtBERT_SW_block,Protein_embedding
1124,dnabert2_emb_100,0.19678637,0.19678637,Genomic_DNABERT2_block,DNABERT2_embedding
681,protein_emb_681,0.19631124,0.19631124,Protein_ProtBERT_SW_block,Protein_embedding
1530,dnabert2_emb_506,0.19624248,0.19624248,Genomic_DNABERT2_block,DNABERT2_embedding
1759,dnabert2_emb_735,0.19616608,0.19616608,Genomic_DNABERT2_block,DNABERT2_embedding
355,protein_emb_355,0.19602873,0.19602873,Protein_ProtBERT_SW_block,Protein_embedding
1629,dnabert2_emb_605,-0.19597934,0.19597934,Genomic_DNABERT2_block,DNABERT2_embedding
483,protein_emb_483,-0.19587691,0.19587691,Protein_ProtBERT_SW_block,Protein_embedding
1085,dnabert2_emb_61,0.19511184,0.19511184,Genomic_DNABERT2_block,DNABERT2_embedding
1605,dnabert2_emb_581,0.19438464,0.19438464,Genomic_DNABERT2_block,DNABERT2_embedding
302,protein_emb_302,-0.19336079,0.19336079,Protein_ProtBERT_SW_block,Protein_embedding
685,protein_emb_685,0.19335898,0.19335898,Protein_ProtBERT_SW_block,Protein_embedding
552,protein_emb_552,0.19322598,0.19322598,Protein_ProtBERT_SW_block,Protein_embedding
975,protein_emb_975,0.19239891,0.19239891,Protein_ProtBERT_SW_block,Protein_embedding
31,protein_emb_31,0.19221992,0.19221992,Protein_ProtBERT_SW_block,Protein_embedding
1553,dnabert2_emb_529,0.19210441,0.19210441,Genomic_DNABERT2_block,DNABERT2_embedding
1625,dnabert2_emb_601,0.1917064,0.1917064,Genomic_DNABERT2_block,DNABERT2_embedding
705,protein_emb_705,0.19159439,0.19159439,Protein_ProtBERT_SW_block,Protein_embedding
635,protein_emb_635,0.19135339,0.19135339,Protein_ProtBERT_SW_block,Protein_embedding
1239,dnabert2_emb_215,0.19107406,0.19107406,Genomic_DNABERT2_block,DNABERT2_embedding
369,protein_emb_369,0.19016385,0.19016385,Protein_ProtBERT_SW_block,Protein_embedding
718,protein_emb_718,-0.18950763,0.18950763,Protein_ProtBERT_SW_block,Protein_embedding
337,protein_emb_337,-0.18946228,0.18946228,Protein_ProtBERT_SW_block,Protein_embedding
26,protein_emb_26,-0.18892981,0.18892981,Protein_ProtBERT_SW_block,Protein_embedding
730,protein_emb_730,0.18880075,0.18880075,Protein_ProtBERT_SW_block,Protein_embedding
1137,dnabert2_emb_113,0.18877522,0.18877522,Genomic_DNABERT2_block,DNABERT2_embedding
1569,dnabert2_emb_545,-0.1886162,0.1886162,Genomic_DNABERT2_block,DNABERT2_embedding
711,protein_emb_711,-0.18856441,0.18856441,Protein_ProtBERT_SW_block,Protein_embedding
1391,dnabert2_emb_367,-0.18851332,0.18851332,Genomic_DNABERT2_block,DNABERT2_embedding
1626,dnabert2_emb_602,-0.18794782,0.18794782,Genomic_DNABERT2_block,DNABERT2_embedding
1163,dnabert2_emb_139,-0.18773262,0.18773262,Genomic_DNABERT2_block,DNABERT2_embedding
918,protein_emb_918,-0.18769347,0.18769347,Protein_ProtBERT_SW_block,Protein_embedding
256,protein_emb_256,0.18729379,0.18729379,Protein_ProtBERT_SW_block,Protein_embedding
2,protein_emb_2,0.18681589,0.18681589,Protein_ProtBERT_SW_block,Protein_embedding
751,protein_emb_751,0.18650927,0.18650927,Protein_ProtBERT_SW_block,Protein_embedding
1227,dnabert2_emb_203,-0.18604105,0.18604105,Genomic_DNABERT2_block,DNABERT2_embedding
138,protein_emb_138,0.18582034,0.18582034,Protein_ProtBERT_SW_block,Protein_embedding
1701,dnabert2_emb_677,-0.18576484,0.18576484,Genomic_DNABERT2_block,DNABERT2_embedding
849,protein_emb_849,-0.18576342,0.18576342,Protein_ProtBERT_SW_block,Protein_embedding
938,protein_emb_938,-0.18538706,0.18538706,Protein_ProtBERT_SW_block,Protein_embedding
181,protein_emb_181,0.18516032,0.18516032,Protein_ProtBERT_SW_block,Protein_embedding
166,protein_emb_166,-0.18513297,0.18513297,Protein_ProtBERT_SW_block,Protein_embedding
949,protein_emb_949,-0.1851145,0.1851145,Protein_ProtBERT_SW_block,Protein_embedding
233,protein_emb_233,-0.18508812,0.18508812,Protein_ProtBERT_SW_block,Protein_embedding
153,protein_emb_153,0.18495556,0.18495556,Protein_ProtBERT_SW_block,Protein_embedding
297,protein_emb_297,0.1847172,0.1847172,Protein_ProtBERT_SW_block,Protein_embedding
1404,dnabert2_emb_380,0.18464446,0.18464446,Genomic_DNABERT2_block,DNABERT2_embedding
100,protein_emb_100,-0.18463507,0.18463507,Protein_ProtBERT_SW_block,Protein_embedding
406,protein_emb_406,0.18448215,0.18448215,Protein_ProtBERT_SW_block,Protein_embedding
531,protein_emb_531,-0.18445485,0.18445485,Protein_ProtBERT_SW_block,Protein_embedding
1702,dnabert2_emb_678,-0.18384355,0.18384355,Genomic_DNABERT2_block,DNABERT2_embedding
30,protein_emb_30,0.18369178,0.18369178,Protein_ProtBERT_SW_block,Protein_embedding
1789,dnabert2_emb_765,-0.18369026,0.18369026,Genomic_DNABERT2_block,DNABERT2_embedding
1284,dnabert2_emb_260,-0.18364027,0.18364027,Genomic_DNABERT2_block,DNABERT2_embedding
1731,dnabert2_emb_707,0.18359665,0.18359665,Genomic_DNABERT2_block,DNABERT2_embedding
900,protein_emb_900,0.18349891,0.18349891,Protein_ProtBERT_SW_block,Protein_embedding
446,protein_emb_446,0.18325956,0.18325956,Protein_ProtBERT_SW_block,Protein_embedding
1505,dnabert2_emb_481,0.18324489,0.18324489,Genomic_DNABERT2_block,DNABERT2_embedding
80,protein_emb_80,-0.18303881,0.18303881,Protein_ProtBERT_SW_block,Protein_embedding
1265,dnabert2_emb_241,0.18302829,0.18302829,Genomic_DNABERT2_block,DNABERT2_embedding
171,protein_emb_171,-0.18279605,0.18279605,Protein_ProtBERT_SW_block,Protein_embedding
84,protein_emb_84,0.18277686,0.18277686,Protein_ProtBERT_SW_block,Protein_embedding
