scenario_name,scenario_type,split_id,model_name,display_name,model_type,n_total_scenario,n_train,n_val,n_test,n_features,validation_mcc,roc_auc,pr_auc,accuracy,precision,recall,specificity,f1,mcc,tn,fp,fn,tp,threshold
Easy_Negatives_Farthest,easy_negatives,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.45705,0.79122,0.79544,0.71071,0.67665,0.80714,0.61429,0.73616,0.42949,86,54,27,113,0.41089
Easy_Negatives_Farthest,easy_negatives,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.45372,0.78533,0.77895,0.72857,0.68605,0.84286,0.61429,0.75641,0.46957,86,54,22,118,0.40297
Easy_Negatives_Farthest,easy_negatives,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25595,0.62592,0.62441,0.61071,0.66316,0.45,0.77143,0.53617,0.23384,108,32,77,63,0.55144
Easy_Negatives_Farthest,easy_negatives,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.42225,0.7899,0.78332,0.725,0.77876,0.62857,0.82143,0.69565,0.45861,115,25,52,88,0.60342
Easy_Negatives_Farthest,easy_negatives,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.40904,0.78992,0.78458,0.7,0.67949,0.75714,0.64286,0.71622,0.40264,90,50,34,106,0.45452
Easy_Negatives_Farthest,easy_negatives,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.43176,0.78293,0.75894,0.67143,0.62371,0.86429,0.47857,0.72455,0.37161,67,73,19,121,0.38147
Easy_Negatives_Farthest,easy_negatives,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25377,0.69806,0.7333,0.63571,0.80645,0.35714,0.91429,0.49505,0.32686,128,12,90,50,0.58634
Easy_Negatives_Farthest,easy_negatives,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.48546,0.77161,0.75581,0.69643,0.65193,0.84286,0.55,0.7352,0.41087,77,63,22,118,0.36219
Easy_Negatives_Farthest,easy_negatives,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.46604,0.79888,0.78346,0.7,0.65385,0.85,0.55,0.73913,0.41931,77,63,21,119,0.35754
Easy_Negatives_Farthest,easy_negatives,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.45778,0.78551,0.77166,0.66786,0.61463,0.9,0.43571,0.73043,0.37904,61,79,14,126,0.27694
Easy_Negatives_Farthest,easy_negatives,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.2859,0.59444,0.60242,0.53929,0.54955,0.43571,0.64286,0.48606,0.08031,90,50,79,61,0.5167
Easy_Negatives_Farthest,easy_negatives,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.4903,0.70903,0.67655,0.625,0.67327,0.48571,0.76429,0.56432,0.2603,107,33,72,68,0.63984
Easy_Negatives_Farthest,easy_negatives,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.46231,0.7174,0.69688,0.61071,0.67416,0.42857,0.79286,0.52402,0.23777,111,29,80,60,0.64539
Easy_Negatives_Farthest,easy_negatives,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.45923,0.72628,0.69053,0.625,0.71605,0.41429,0.83571,0.52489,0.27568,117,23,82,58,0.67115
Easy_Negatives_Farthest,easy_negatives,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.28894,0.66092,0.66255,0.60714,0.67442,0.41429,0.8,0.51327,0.23226,112,28,82,58,0.56314
Easy_Negatives_Farthest,easy_negatives,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.44263,0.76416,0.75967,0.67857,0.64368,0.8,0.55714,0.71338,0.36816,78,62,28,112,0.43371
Easy_Negatives_Farthest,easy_negatives,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.44757,0.77324,0.76804,0.67857,0.64706,0.78571,0.57143,0.70968,0.36564,80,60,30,110,0.47624
Easy_Negatives_Farthest,easy_negatives,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.47475,0.76357,0.755,0.67857,0.66026,0.73571,0.62143,0.69595,0.3595,87,53,37,103,0.49351
Easy_Negatives_Farthest,easy_negatives,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29976,0.65041,0.66254,0.61786,0.6701,0.46429,0.77143,0.54852,0.24769,108,32,75,65,0.56484
Easy_Negatives_Farthest,easy_negatives,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.33827,0.82612,0.8284,0.575,0.92,0.16429,0.98571,0.27879,0.26301,138,2,117,23,0.78862
Easy_Negatives_Farthest,easy_negatives,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.3523,0.81184,0.80648,0.74286,0.70988,0.82143,0.66429,0.76159,0.49182,93,47,25,115,0.45329
Easy_Negatives_Farthest,easy_negatives,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.42225,0.7975,0.78775,0.71429,0.67647,0.82143,0.60714,0.74194,0.43876,85,55,25,115,0.428
Easy_Negatives_Farthest,easy_negatives,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.24194,0.63291,0.63296,0.62143,0.77419,0.34286,0.9,0.47525,0.29245,126,14,92,48,0.57933
Easy_Negatives_Farthest,easy_negatives,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37574,0.77592,0.77336,0.65,0.59906,0.90714,0.39286,0.72159,0.34981,55,85,13,127,0.23838
Easy_Negatives_Farthest,easy_negatives,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36303,0.78709,0.79217,0.69286,0.64211,0.87143,0.51429,0.73939,0.41295,72,68,18,122,0.29733
Easy_Negatives_Farthest,easy_negatives,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.421,0.79281,0.80627,0.69286,0.70149,0.67143,0.71429,0.68613,0.38607,100,40,46,94,0.49081
Easy_Negatives_Farthest,easy_negatives,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.31534,0.66505,0.68508,0.63929,0.64444,0.62143,0.65714,0.63273,0.27875,92,48,53,87,0.50794
Easy_Negatives_Farthest,easy_negatives,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.51619,0.75444,0.74181,0.68929,0.64021,0.86429,0.51429,0.73556,0.40413,72,68,19,121,0.36119
Easy_Negatives_Farthest,easy_negatives,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.51404,0.75084,0.74387,0.65714,0.62941,0.76429,0.55,0.69032,0.32176,77,63,33,107,0.40937
Easy_Negatives_Farthest,easy_negatives,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.5221,0.74592,0.75267,0.66071,0.63158,0.77143,0.55,0.69453,0.32961,77,63,32,108,0.42048
