scenario_name,scenario_type,split_id,model_name,display_name,model_type,n_total_scenario,n_train,n_val,n_test,n_features,validation_mcc,roc_auc,pr_auc,accuracy,precision,recall,specificity,f1,mcc,tn,fp,fn,tp,threshold
Random_Negatives_5,random_negative_subset,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38579,0.69296,0.67496,0.65,0.64189,0.67857,0.62143,0.65972,0.30049,87,53,45,95,0.45343
Random_Negatives_5,random_negative_subset,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.26037,0.59571,0.59047,0.54286,0.67647,0.16429,0.92143,0.26437,0.13121,129,11,117,23,0.6499
Random_Negatives_5,random_negative_subset,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.3588,0.72087,0.71062,0.63929,0.70526,0.47857,0.8,0.57021,0.29418,112,28,73,67,0.56723
Random_Negatives_5,random_negative_subset,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36292,0.72276,0.72346,0.63214,0.75342,0.39286,0.87143,0.51643,0.30099,122,18,85,55,0.6535
Random_Negatives_5,random_negative_subset,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33632,0.73342,0.71001,0.69643,0.68456,0.72857,0.66429,0.70588,0.39367,93,47,38,102,0.42644
Random_Negatives_5,random_negative_subset,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.21854,0.62582,0.60236,0.58929,0.62626,0.44286,0.73571,0.51883,0.18676,103,37,78,62,0.53406
Random_Negatives_5,random_negative_subset,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.32461,0.70962,0.68633,0.63929,0.6,0.83571,0.44286,0.69851,0.30293,62,78,23,117,0.37074
Random_Negatives_5,random_negative_subset,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.39973,0.71992,0.72966,0.63214,0.59296,0.84286,0.42143,0.69617,0.29143,59,81,22,118,0.37125
Random_Negatives_5,random_negative_subset,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.35723,0.71449,0.70829,0.65714,0.63253,0.75,0.56429,0.68627,0.31985,79,61,35,105,0.41649
Random_Negatives_5,random_negative_subset,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25977,0.61429,0.60147,0.55357,0.54839,0.60714,0.5,0.57627,0.10776,70,70,55,85,0.47062
Random_Negatives_5,random_negative_subset,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.36439,0.70842,0.71735,0.65357,0.62286,0.77857,0.52857,0.69206,0.31722,74,66,31,109,0.41579
Random_Negatives_5,random_negative_subset,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.34483,0.71515,0.71039,0.65357,0.70874,0.52143,0.78571,0.60082,0.31847,110,30,67,73,0.56017
Random_Negatives_5,random_negative_subset,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38785,0.72526,0.70894,0.66429,0.62234,0.83571,0.49286,0.71341,0.34977,69,71,23,117,0.37107
Random_Negatives_5,random_negative_subset,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.30853,0.61821,0.64835,0.59286,0.60656,0.52857,0.65714,0.56489,0.18727,92,48,66,74,0.51058
Random_Negatives_5,random_negative_subset,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.31353,0.68531,0.64518,0.63571,0.67925,0.51429,0.75714,0.58537,0.27981,106,34,68,72,0.57258
Random_Negatives_5,random_negative_subset,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33011,0.70454,0.67208,0.625,0.68817,0.45714,0.79286,0.54936,0.2654,111,29,76,64,0.6159
Random_Negatives_5,random_negative_subset,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.35473,0.71536,0.69878,0.64643,0.71579,0.48571,0.80714,0.57872,0.30927,113,27,72,68,0.61249
Random_Negatives_5,random_negative_subset,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25943,0.65857,0.65075,0.625,0.71605,0.41429,0.83571,0.52489,0.27568,117,23,82,58,0.55419
Random_Negatives_5,random_negative_subset,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.2956,0.74112,0.74139,0.66786,0.67669,0.64286,0.69286,0.65934,0.33613,97,43,50,90,0.52148
Random_Negatives_5,random_negative_subset,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.30757,0.7502,0.73288,0.70714,0.70423,0.71429,0.7,0.70922,0.41433,98,42,40,100,0.48165
Random_Negatives_5,random_negative_subset,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.31353,0.75087,0.74058,0.67857,0.6506,0.77143,0.58571,0.70588,0.36347,82,58,32,108,0.42637
Random_Negatives_5,random_negative_subset,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23986,0.63306,0.66883,0.61071,0.70667,0.37857,0.84286,0.49302,0.25001,118,22,87,53,0.55288
Random_Negatives_5,random_negative_subset,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.44766,0.68814,0.65116,0.61786,0.68539,0.43571,0.8,0.53275,0.25311,112,28,79,61,0.62926
Random_Negatives_5,random_negative_subset,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.41231,0.71117,0.71808,0.63929,0.7191,0.45714,0.82143,0.55895,0.29913,115,25,76,64,0.60355
Random_Negatives_5,random_negative_subset,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.41177,0.72337,0.72411,0.65714,0.68033,0.59286,0.72143,0.63359,0.31692,101,39,57,83,0.52265
Hard_Negatives_Closest,hard_negatives,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.33069,0.62735,0.64222,0.56786,0.56643,0.57857,0.55714,0.57244,0.13575,78,62,59,81,0.49297
Hard_Negatives_Closest,hard_negatives,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.34991,0.63551,0.66169,0.58571,0.58,0.62143,0.55,0.6,0.17187,77,63,53,87,0.51522
Hard_Negatives_Closest,hard_negatives,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.35404,0.67615,0.68751,0.59643,0.57297,0.75714,0.43571,0.65231,0.20366,61,79,34,106,0.42323
Hard_Negatives_Closest,hard_negatives,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37404,0.68878,0.697,0.64643,0.68468,0.54286,0.75,0.60558,0.29935,105,35,64,76,0.57159
Hard_Negatives_Closest,hard_negatives,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.35921,0.5926,0.59538,0.56071,0.61333,0.32857,0.79286,0.42791,0.1371,111,29,94,46,0.55449
Hard_Negatives_Closest,hard_negatives,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.36893,0.69454,0.69147,0.66786,0.71171,0.56429,0.77143,0.62948,0.34316,108,32,61,79,0.56861
Hard_Negatives_Closest,hard_negatives,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.3765,0.70556,0.71494,0.65,0.64,0.68571,0.61429,0.66207,0.30077,86,54,44,96,0.47249
Hard_Negatives_Closest,hard_negatives,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.44276,0.68918,0.67243,0.6,0.7,0.35,0.85,0.46667,0.23094,119,21,91,49,0.6665
Hard_Negatives_Closest,hard_negatives,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20657,0.60628,0.57565,0.55357,0.57426,0.41429,0.69286,0.48133,0.11156,97,43,82,58,0.52711
Hard_Negatives_Closest,hard_negatives,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.2793,0.69209,0.67537,0.63214,0.62092,0.67857,0.58571,0.64846,0.26543,82,58,45,95,0.45851
Hard_Negatives_Closest,hard_negatives,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.3583,0.71702,0.70032,0.64286,0.7,0.5,0.78571,0.58333,0.29814,110,30,70,70,0.56599
Hard_Negatives_Closest,hard_negatives,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.36599,0.69245,0.69161,0.64286,0.7,0.5,0.78571,0.58333,0.29814,110,30,70,70,0.5839
Hard_Negatives_Closest,hard_negatives,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20287,0.62781,0.62807,0.61429,0.64545,0.50714,0.72143,0.568,0.23401,101,39,69,71,0.52534
Hard_Negatives_Closest,hard_negatives,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.3036,0.6849,0.69646,0.62143,0.65455,0.51429,0.72857,0.576,0.24863,102,38,68,72,0.55577
Hard_Negatives_Closest,hard_negatives,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.28964,0.70245,0.70689,0.63571,0.71111,0.45714,0.81429,0.55652,0.29059,114,26,76,64,0.60696
Hard_Negatives_Closest,hard_negatives,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.29655,0.72219,0.73191,0.64286,0.72222,0.46429,0.82143,0.56522,0.30589,115,25,75,65,0.60521
Hard_Negatives_Closest,hard_negatives,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.17271,0.61954,0.62818,0.57857,0.61,0.43571,0.72143,0.50833,0.16398,101,39,79,61,0.524
Hard_Negatives_Closest,hard_negatives,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.31662,0.71311,0.69375,0.63214,0.75342,0.39286,0.87143,0.51643,0.30099,122,18,85,55,0.61338
Hard_Negatives_Closest,hard_negatives,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.30464,0.71179,0.71427,0.61429,0.75806,0.33571,0.89286,0.46535,0.27525,125,15,93,47,0.65851
Hard_Negatives_Closest,hard_negatives,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.31311,0.70847,0.72763,0.625,0.76923,0.35714,0.89286,0.4878,0.29607,125,15,90,50,0.64294
Hard_Negatives_Closest,hard_negatives,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23766,0.64434,0.67376,0.61429,0.63793,0.52857,0.7,0.57812,0.23201,98,42,66,74,0.51813
Hard_Negatives_Closest,hard_negatives,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30672,0.68936,0.70519,0.62143,0.61972,0.62857,0.61429,0.62411,0.24288,86,54,52,88,0.50061
Hard_Negatives_Closest,hard_negatives,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.30362,0.71893,0.73756,0.62143,0.60897,0.67857,0.56429,0.64189,0.24446,79,61,45,95,0.48289
Hard_Negatives_Closest,hard_negatives,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.30226,0.70321,0.72261,0.66786,0.77647,0.47143,0.86429,0.58667,0.36507,121,19,74,66,0.62114
Hard_Negatives_Closest,hard_negatives,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23398,0.61337,0.61057,0.54643,0.6,0.27857,0.81429,0.38049,0.10997,114,26,101,39,0.56799
Hard_Negatives_Closest,hard_negatives,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.4022,0.68995,0.68505,0.64643,0.69524,0.52143,0.77143,0.59592,0.30246,108,32,67,73,0.56806
Hard_Negatives_Closest,hard_negatives,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.43029,0.70041,0.7201,0.66071,0.67442,0.62143,0.7,0.64684,0.32243,98,42,53,87,0.52234
Hard_Negatives_Closest,hard_negatives,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.43794,0.7136,0.74108,0.65714,0.65493,0.66429,0.65,0.65957,0.31432,91,49,47,93,0.49211
Hard_Negatives_Closest,hard_negatives,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.31459,0.60714,0.6179,0.53571,0.67857,0.13571,0.93571,0.22619,0.11905,131,9,121,19,0.62576
Hard_Negatives_Closest,hard_negatives,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.40904,0.66829,0.70064,0.59286,0.57471,0.71429,0.47143,0.63694,0.19145,66,74,40,100,0.44767
Hard_Negatives_Closest,hard_negatives,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.41597,0.69337,0.70401,0.64286,0.70833,0.48571,0.8,0.57627,0.30096,112,28,72,68,0.56537
Hard_Negatives_Closest,hard_negatives,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.41763,0.70046,0.69546,0.63571,0.76389,0.39286,0.87857,0.51887,0.31052,123,17,85,55,0.61508
Hard_Negatives_Closest,hard_negatives,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20744,0.62398,0.65402,0.54643,0.53552,0.7,0.39286,0.60681,0.09757,55,85,42,98,0.46314
Hard_Negatives_Closest,hard_negatives,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.27258,0.73735,0.72667,0.675,0.63388,0.82857,0.52143,0.71827,0.36778,73,67,24,116,0.39776
Hard_Negatives_Closest,hard_negatives,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.31509,0.73855,0.75638,0.66071,0.63473,0.75714,0.56429,0.69055,0.32758,79,61,34,106,0.42943
Hard_Negatives_Closest,hard_negatives,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.39311,0.75204,0.76375,0.71786,0.72593,0.7,0.73571,0.71273,0.43599,103,37,42,98,0.47949
Hard_Negatives_Closest,hard_negatives,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25377,0.56015,0.55853,0.54643,0.60317,0.27143,0.82143,0.37438,0.11118,115,25,102,38,0.5776
Hard_Negatives_Closest,hard_negatives,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30243,0.64148,0.64557,0.575,0.55385,0.77143,0.37857,0.64478,0.16311,53,87,32,108,0.37319
Hard_Negatives_Closest,hard_negatives,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.28526,0.65806,0.63325,0.59643,0.65882,0.4,0.79286,0.49778,0.20972,111,29,84,56,0.61915
Hard_Negatives_Closest,hard_negatives,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.31509,0.66714,0.64123,0.61071,0.63025,0.53571,0.68571,0.57915,0.22396,96,44,65,75,0.55046
Hard_Negatives_Closest,hard_negatives,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22606,0.61949,0.62898,0.54643,0.66667,0.18571,0.90714,0.2905,0.13409,127,13,114,26,0.60349
Hard_Negatives_Closest,hard_negatives,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.24721,0.68582,0.69956,0.62857,0.77273,0.36429,0.89286,0.49515,0.30292,125,15,89,51,0.67724
Hard_Negatives_Closest,hard_negatives,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.2897,0.68362,0.7224,0.59286,0.80952,0.24286,0.94286,0.37363,0.26005,132,8,106,34,0.73129
Hard_Negatives_Closest,hard_negatives,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.28287,0.69526,0.72225,0.66071,0.72727,0.51429,0.80714,0.60251,0.33617,113,27,68,72,0.59686
Hard_Negatives_Closest,hard_negatives,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20033,0.63668,0.64918,0.59286,0.58228,0.65714,0.52857,0.61745,0.18727,74,66,48,92,0.47675
Hard_Negatives_Closest,hard_negatives,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.27078,0.69401,0.67999,0.59286,0.55508,0.93571,0.25,0.69681,0.25515,35,105,9,131,0.34127
Hard_Negatives_Closest,hard_negatives,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.2852,0.71997,0.70838,0.64643,0.67826,0.55714,0.73571,0.61176,0.29764,103,37,62,78,0.59181
Hard_Negatives_Closest,hard_negatives,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.26325,0.72278,0.71957,0.63929,0.70968,0.47143,0.80714,0.56652,0.29573,113,27,74,66,0.64587
Hard_Negatives_Closest,hard_negatives,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.21483,0.64526,0.63555,0.59643,0.5931,0.61429,0.57857,0.60351,0.19298,81,59,54,86,0.49443
Hard_Negatives_Closest,hard_negatives,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.28003,0.72398,0.7123,0.65,0.62963,0.72857,0.57143,0.6755,0.30377,80,60,38,102,0.46035
Hard_Negatives_Closest,hard_negatives,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.3008,0.75505,0.73595,0.63214,0.81356,0.34286,0.92143,0.48241,0.32403,129,11,92,48,0.63141
Hard_Negatives_Closest,hard_negatives,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.34065,0.7577,0.74265,0.67857,0.6506,0.77143,0.58571,0.70588,0.36347,82,58,32,108,0.444
Hard_Negatives_Closest,hard_negatives,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25977,0.62597,0.63202,0.59643,0.6015,0.57143,0.62143,0.58608,0.1931,87,53,60,80,0.50507
Hard_Negatives_Closest,hard_negatives,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30373,0.66505,0.67878,0.575,0.55676,0.73571,0.41429,0.63385,0.15841,58,82,37,103,0.42141
Hard_Negatives_Closest,hard_negatives,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.31814,0.67949,0.7246,0.61429,0.69512,0.40714,0.82143,0.51351,0.25114,115,25,83,57,0.58661
Hard_Negatives_Closest,hard_negatives,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.30479,0.69184,0.72349,0.64643,0.68807,0.53571,0.75714,0.60241,0.30031,106,34,65,75,0.51834
Hard_Negatives_Closest,hard_negatives,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.19584,0.58429,0.57215,0.54286,0.60345,0.25,0.83571,0.35354,0.10575,117,23,105,35,0.58749
Hard_Negatives_Closest,hard_negatives,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.26261,0.65628,0.6546,0.56429,0.66071,0.26429,0.86429,0.37755,0.16071,121,19,103,37,0.67441
Hard_Negatives_Closest,hard_negatives,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.28677,0.67457,0.66532,0.61071,0.71233,0.37143,0.85,0.48826,0.25218,119,21,88,52,0.64215
Hard_Negatives_Closest,hard_negatives,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33048,0.68398,0.67279,0.62857,0.62676,0.63571,0.62143,0.63121,0.25717,87,53,51,89,0.48833
Easy_Negatives_Farthest,easy_negatives,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.19054,0.65546,0.64967,0.58929,0.56614,0.76429,0.41429,0.65046,0.19063,58,82,33,107,0.42177
Easy_Negatives_Farthest,easy_negatives,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.41078,0.75464,0.75727,0.66071,0.65734,0.67143,0.65,0.66431,0.3215,91,49,46,94,0.51646
Easy_Negatives_Farthest,easy_negatives,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.40574,0.76314,0.76465,0.65714,0.62644,0.77857,0.53571,0.69427,0.32399,75,65,31,109,0.43136
Easy_Negatives_Farthest,easy_negatives,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38843,0.7623,0.7529,0.68214,0.69767,0.64286,0.72143,0.66914,0.36542,101,39,50,90,0.53474
Easy_Negatives_Farthest,easy_negatives,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.32353,0.64158,0.63169,0.60714,0.68293,0.4,0.81429,0.5045,0.23544,114,26,84,56,0.55014
Easy_Negatives_Farthest,easy_negatives,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.45683,0.74745,0.73418,0.68571,0.72034,0.60714,0.76429,0.65891,0.3761,107,33,55,85,0.56331
Easy_Negatives_Farthest,easy_negatives,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.43196,0.72638,0.73302,0.63929,0.69307,0.5,0.77857,0.58091,0.29005,109,31,70,70,0.5959
Easy_Negatives_Farthest,easy_negatives,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38537,0.72173,0.72018,0.67143,0.63333,0.81429,0.52857,0.7125,0.35777,74,66,26,114,0.35659
Easy_Negatives_Farthest,easy_negatives,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.31261,0.6299,0.62824,0.57857,0.5873,0.52857,0.62857,0.55639,0.15793,88,52,66,74,0.4934
Easy_Negatives_Farthest,easy_negatives,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.38245,0.80204,0.7981,0.71429,0.66304,0.87143,0.55714,0.75309,0.45145,78,62,18,122,0.42114
Easy_Negatives_Farthest,easy_negatives,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42046,0.81018,0.78973,0.74286,0.73288,0.76429,0.72143,0.74825,0.48616,101,39,33,107,0.53183
Easy_Negatives_Farthest,easy_negatives,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.375,0.78571,0.7521,0.69643,0.63285,0.93571,0.45714,0.75504,0.44742,64,76,9,131,0.29513
Easy_Negatives_Farthest,easy_negatives,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25902,0.68357,0.71764,0.63214,0.63704,0.61429,0.65,0.62545,0.26445,91,49,54,86,0.49862
Easy_Negatives_Farthest,easy_negatives,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.421,0.7601,0.77427,0.66786,0.69748,0.59286,0.74286,0.64093,0.33956,104,36,57,83,0.58611
Easy_Negatives_Farthest,easy_negatives,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42378,0.75531,0.76207,0.69286,0.65341,0.82143,0.56429,0.72785,0.39914,79,61,25,115,0.37412
Easy_Negatives_Farthest,easy_negatives,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.42696,0.75569,0.75685,0.68571,0.63684,0.86429,0.50714,0.73333,0.39765,71,69,19,121,0.31006
Easy_Negatives_Farthest,easy_negatives,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.3956,0.68163,0.67549,0.65714,0.7037,0.54286,0.77143,0.6129,0.32283,108,32,64,76,0.52559
Easy_Negatives_Farthest,easy_negatives,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.44766,0.80015,0.79342,0.69643,0.63819,0.90714,0.48571,0.74926,0.43321,68,72,13,127,0.35673
Easy_Negatives_Farthest,easy_negatives,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.45705,0.80847,0.82129,0.69286,0.77,0.55,0.83571,0.64167,0.40249,117,23,63,77,0.61408
Easy_Negatives_Farthest,easy_negatives,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.43904,0.80105,0.80581,0.67857,0.61682,0.94286,0.41429,0.74576,0.42072,58,82,8,132,0.33832
Easy_Negatives_Farthest,easy_negatives,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22837,0.63485,0.6186,0.61786,0.66019,0.48571,0.75,0.55967,0.2444,105,35,72,68,0.5547
Easy_Negatives_Farthest,easy_negatives,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.43029,0.74949,0.77074,0.675,0.64,0.8,0.55,0.71111,0.36148,77,63,28,112,0.45422
Easy_Negatives_Farthest,easy_negatives,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42023,0.74597,0.77544,0.61786,0.57333,0.92143,0.31429,0.70685,0.29665,44,96,11,129,0.24944
Easy_Negatives_Farthest,easy_negatives,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.44148,0.73653,0.76361,0.66071,0.62295,0.81429,0.50714,0.70588,0.33775,71,69,26,114,0.43033
Easy_Negatives_Farthest,easy_negatives,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.36084,0.62541,0.61584,0.59643,0.59574,0.6,0.59286,0.59786,0.19286,83,57,56,84,0.47823
Easy_Negatives_Farthest,easy_negatives,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.53037,0.7401,0.73544,0.66786,0.65563,0.70714,0.62857,0.68041,0.33676,88,52,41,99,0.41977
Easy_Negatives_Farthest,easy_negatives,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.51239,0.74811,0.74139,0.66786,0.66207,0.68571,0.65,0.67368,0.33593,91,49,44,96,0.42161
Easy_Negatives_Farthest,easy_negatives,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.52195,0.73923,0.7274,0.67857,0.66026,0.73571,0.62143,0.69595,0.3595,87,53,37,103,0.4303
Easy_Negatives_Farthest,easy_negatives,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.33399,0.64668,0.65557,0.59643,0.72131,0.31429,0.87857,0.43781,0.2336,123,17,96,44,0.58454
Easy_Negatives_Farthest,easy_negatives,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.43029,0.79393,0.78877,0.69643,0.68212,0.73571,0.65714,0.7079,0.39408,92,48,37,103,0.47787
