scenario_name,scenario_type,model_name,display_name,metric,mean,sd,ci95_low,ci95_high,n_folds
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,pr_auc,0.71827,0.03287,0.7022,0.73404,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,roc_auc,0.71989,0.02854,0.70542,0.73352,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,mcc,0.29992,0.06897,0.2671,0.33372,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,f1,0.619,0.10271,0.56397,0.6648,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,accuracy,0.6381,0.04069,0.61856,0.65857,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,precision,0.66443,0.07045,0.62972,0.69862,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,recall,0.63048,0.20981,0.5281,0.73333,15
Random_Negatives_4,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,specificity,0.64571,0.21247,0.54,0.74524,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,pr_auc,0.69964,0.02598,0.68657,0.71236,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,roc_auc,0.70866,0.03081,0.69245,0.72314,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,mcc,0.27963,0.07107,0.24602,0.31603,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,f1,0.58509,0.10844,0.52599,0.63455,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,accuracy,0.63214,0.03991,0.6131,0.65262,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,precision,0.67442,0.06082,0.64342,0.70477,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,recall,0.55143,0.17304,0.46476,0.6362,15
Random_Negatives_4,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,specificity,0.71286,0.15124,0.63188,0.78381,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,pr_auc,0.71052,0.02617,0.69714,0.72328,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,roc_auc,0.72002,0.02819,0.70514,0.73361,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,mcc,0.32138,0.05795,0.28999,0.34801,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,f1,0.62894,0.06209,0.59862,0.65805,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,accuracy,0.65238,0.02846,0.63738,0.66595,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,precision,0.68951,0.07714,0.65189,0.72738,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,recall,0.61048,0.15118,0.5381,0.68239,15
Random_Negatives_5,random_negative_subset,DNABERT2_multimodal,DNABERT-2 multimodal,specificity,0.69429,0.16702,0.61237,0.77191,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,pr_auc,0.63408,0.02915,0.62003,0.64847,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,roc_auc,0.62893,0.02621,0.61651,0.64203,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,mcc,0.18683,0.06122,0.15721,0.21665,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,f1,0.51975,0.10644,0.46263,0.56478,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,accuracy,0.58619,0.03119,0.57119,0.60119,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,precision,0.62987,0.0601,0.60099,0.65881,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,recall,0.47667,0.16345,0.39713,0.55238,15
Random_Negatives_5,random_negative_subset,Genomic_only_K3K4Basic,Genomic-only,specificity,0.69571,0.1689,0.61284,0.77381,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,pr_auc,0.70566,0.03028,0.69016,0.71996,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,roc_auc,0.71432,0.02979,0.69872,0.72868,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,mcc,0.31155,0.06068,0.28083,0.34075,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,f1,0.62028,0.09259,0.57454,0.66243,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,accuracy,0.64571,0.03323,0.63,0.66215,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,precision,0.67628,0.06885,0.64446,0.71078,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,recall,0.61571,0.19346,0.52189,0.70762,15
Random_Negatives_5,random_negative_subset,Handcrafted_multimodal,Handcrafted multimodal,specificity,0.67571,0.17867,0.58999,0.76048,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,pr_auc,0.68045,0.0446,0.65665,0.70158,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,roc_auc,0.70206,0.03816,0.68178,0.72011,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,mcc,0.27791,0.06827,0.24102,0.31053,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,f1,0.63945,0.07036,0.60304,0.67205,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,accuracy,0.63024,0.03879,0.60952,0.64857,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,precision,0.63199,0.05642,0.6054,0.65932,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,recall,0.6819,0.17511,0.5976,0.76239,15
Random_Negatives_5,random_negative_subset,Protein_only_ProtBERT_SW,Protein-only,specificity,0.57857,0.19365,0.48572,0.67,15
