gene,pathway_primary,query,result_rank,pmid,title,journal,pubdate,authors,url
NDUFB1,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,3,42374436,Compositional recalibrations of cardiolipin integrate loss of stearoyl-CoA desaturase 1 activity with mitochondrial decay in lipid-laden pancreatic β-cells.,Cell communication and signaling : CCS,2026 Jun 27,"Janikiewicz J, Lebiedzinska-Arciszewska M, Kendziorek ME, Krogulec E, Majzner K",https://pubmed.ncbi.nlm.nih.gov/42374436/
NDUFB1,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,4,42033524,Mitochondrial dysfunction-driven inflammation and β-Cell apoptosis in type 2 diabetes mellitus: mechanistic insights and therapeutic implications.,Molecular biology reports,2026 Apr 25,"Yadav S, Kumar G, Kumar S, Aran KR, Kosey S",https://pubmed.ncbi.nlm.nih.gov/42033524/
NDUFB1,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,5,41827908,"Βeta-Cells: Stress, Identity, Failure and Diabetes.",Cells,2026 Mar 6,"An Y, Norris N, Li D, Gunton JE",https://pubmed.ncbi.nlm.nih.gov/41827908/
NDUFB3,Mitochondrial function,NDUFB3 type 2 diabetes,1,15983191,A high-fat diet coordinately downregulates genes required for mitochondrial oxidative phosphorylation in skeletal muscle.,Diabetes,2005 Jul,"Sparks LM, Xie H, Koza RA, Mynatt R, Hulver MW",https://pubmed.ncbi.nlm.nih.gov/15983191/
NDUFB3,Mitochondrial function,NDUFB3 mitochondrial complex I diabetes,1,15983191,A high-fat diet coordinately downregulates genes required for mitochondrial oxidative phosphorylation in skeletal muscle.,Diabetes,2005 Jul,"Sparks LM, Xie H, Koza RA, Mynatt R, Hulver MW",https://pubmed.ncbi.nlm.nih.gov/15983191/
NDUFB3,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,1,42386071,Amylin at the crossroads of type 2 diabetes and neurodegenerative diseases.,Ageing research reviews,2026 Jul 1,"Del Castillo IL, Garcia-Martin J, Gutierrez A, Moreno-Gonzalez I",https://pubmed.ncbi.nlm.nih.gov/42386071/
NDUFB3,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,2,42378086,Activation of a Yap1-mesenchymal-like program in β-cells during diabetes.,Cell reports,2026 Jun 29,"McKimpson WM, Hoque N, Barter M, Son J, Lee AY",https://pubmed.ncbi.nlm.nih.gov/42378086/
NDUFB3,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,3,42374436,Compositional recalibrations of cardiolipin integrate loss of stearoyl-CoA desaturase 1 activity with mitochondrial decay in lipid-laden pancreatic β-cells.,Cell communication and signaling : CCS,2026 Jun 27,"Janikiewicz J, Lebiedzinska-Arciszewska M, Kendziorek ME, Krogulec E, Majzner K",https://pubmed.ncbi.nlm.nih.gov/42374436/
NDUFB3,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,4,42033524,Mitochondrial dysfunction-driven inflammation and β-Cell apoptosis in type 2 diabetes mellitus: mechanistic insights and therapeutic implications.,Molecular biology reports,2026 Apr 25,"Yadav S, Kumar G, Kumar S, Aran KR, Kosey S",https://pubmed.ncbi.nlm.nih.gov/42033524/
NDUFB3,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,5,41827908,"Βeta-Cells: Stress, Identity, Failure and Diabetes.",Cells,2026 Mar 6,"An Y, Norris N, Li D, Gunton JE",https://pubmed.ncbi.nlm.nih.gov/41827908/
NDUFA13,Mitochondrial function,NDUFA13 type 2 diabetes,1,41888282,Proteomic analysis identifies distinct signaling pathways in lumbar intervertebral disc degeneration between type-2 diabetic and non-diabetic patients.,Scientific reports,2026 Mar 26,"Moinuddin FM, Zhong J, Astudillo Potes MD, Dominari A, Dhar A",https://pubmed.ncbi.nlm.nih.gov/41888282/
NDUFA13,Mitochondrial function,NDUFA13 type 2 diabetes,2,38517045,Drug-target Mendelian randomization revealed a significant association of genetically proxied metformin effects with increased prostate cancer risk.,Molecular carcinogenesis,2024 May,"Sun X, Ping J, Guo X, Long J, Cai Q",https://pubmed.ncbi.nlm.nih.gov/38517045/
NDUFA13,Mitochondrial function,NDUFA13 mitochondrial complex I diabetes,1,40553006,KCNH6 Potassium Channel Regulates Assembling of Mitochondrial Complex I and Promotes Insulin Secretion in Islet Beta Cells.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2025 Jun 30,"Han XC, Liu C, Jiang ZJ, Wang ZL, Li Q",https://pubmed.ncbi.nlm.nih.gov/40553006/
NDUFA13,Mitochondrial function,NDUFA13 mitochondrial complex I diabetes,2,39963288,Biallelic NDUFA13 variants lead to a neurodevelopmental phenotype with gradual neurological impairment.,Brain communications,2025,"Kaiyrzhanov R, Thompson K, Efthymiou S, Mukushev A, Zharylkassyn A",https://pubmed.ncbi.nlm.nih.gov/39963288/
NDUFA13,Mitochondrial function,NDUFA13 mitochondrial complex I diabetes,3,38517045,Drug-target Mendelian randomization revealed a significant association of genetically proxied metformin effects with increased prostate cancer risk.,Molecular carcinogenesis,2024 May,"Sun X, Ping J, Guo X, Long J, Cai Q",https://pubmed.ncbi.nlm.nih.gov/38517045/
NDUFA13,Mitochondrial function,NDUFA13 mitochondrial complex I diabetes,4,33174032,Metformin protects high glucose‑cultured cardiomyocytes from oxidative stress by promoting NDUFA13 expression and mitochondrial biogenesis via the AMPK signaling pathway.,Molecular medicine reports,2020 Dec,"Liu XD, Li YG, Wang GY, Bi YG, Zhao Y",https://pubmed.ncbi.nlm.nih.gov/33174032/
NDUFA13,Mitochondrial function,NDUFA13 mitochondrial complex I diabetes,5,29106036,Inhibition of mitochondrial complex I improves glucose metabolism independently of AMPK activation.,Journal of cellular and molecular medicine,2018 Feb,"Hou WL, Yin J, Alimujiang M, Yu XY, Ai LG",https://pubmed.ncbi.nlm.nih.gov/29106036/
NDUFA13,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,1,42386071,Amylin at the crossroads of type 2 diabetes and neurodegenerative diseases.,Ageing research reviews,2026 Jul 1,"Del Castillo IL, Garcia-Martin J, Gutierrez A, Moreno-Gonzalez I",https://pubmed.ncbi.nlm.nih.gov/42386071/
NDUFA13,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,2,42378086,Activation of a Yap1-mesenchymal-like program in β-cells during diabetes.,Cell reports,2026 Jun 29,"McKimpson WM, Hoque N, Barter M, Son J, Lee AY",https://pubmed.ncbi.nlm.nih.gov/42378086/
NDUFA13,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,3,42374436,Compositional recalibrations of cardiolipin integrate loss of stearoyl-CoA desaturase 1 activity with mitochondrial decay in lipid-laden pancreatic β-cells.,Cell communication and signaling : CCS,2026 Jun 27,"Janikiewicz J, Lebiedzinska-Arciszewska M, Kendziorek ME, Krogulec E, Majzner K",https://pubmed.ncbi.nlm.nih.gov/42374436/
NDUFA13,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,4,42033524,Mitochondrial dysfunction-driven inflammation and β-Cell apoptosis in type 2 diabetes mellitus: mechanistic insights and therapeutic implications.,Molecular biology reports,2026 Apr 25,"Yadav S, Kumar G, Kumar S, Aran KR, Kosey S",https://pubmed.ncbi.nlm.nih.gov/42033524/
NDUFA13,Mitochondrial function,mitochondrial dysfunction beta cell failure type 2 diabetes,5,41827908,"Βeta-Cells: Stress, Identity, Failure and Diabetes.",Cells,2026 Mar 6,"An Y, Norris N, Li D, Gunton JE",https://pubmed.ncbi.nlm.nih.gov/41827908/
SCD5,Lipid metabolism,SCD5 type 2 diabetes,1,42285304,Stearoyl-CoA Desaturase 5 (SCD5) in Lipid Remodeling: From Molecular Control to Pathophysiology.,Journal of lipid research,2026 Jun 12,"Zámbó V, Orosz G, Csala M, Kereszturi É",https://pubmed.ncbi.nlm.nih.gov/42285304/
SCD5,Lipid metabolism,SCD5 type 2 diabetes,2,36360309,Differential Expression of lncRNA-miRNA-mRNA and Their Related Functional Networks in New-Onset Type 2 Diabetes Mellitus among Chinese Rural Adults.,Genes,2022 Nov 9,"Song Y, Nie L, Wang M, Liao W, Huan C",https://pubmed.ncbi.nlm.nih.gov/36360309/
SCD5,Lipid metabolism,SCD5 type 2 diabetes,3,36292669,A Single Nucleotide Polymorphism (rs3811792) Affecting Human SCD5 Promoter Activity Is Associated with Diabetes Mellitus.,Genes,2022 Oct 3,"Zámbó V, Orosz G, Szabó L, Tibori K, Sipeki S",https://pubmed.ncbi.nlm.nih.gov/36292669/
