gene,pathway_primary,query,result_rank,pmid,title,journal,pubdate,authors,url
INSR,Insulin signalling,INSR type 2 diabetes,1,42328113,Genetic Evidence for the Benefits and Risks of Glucose-Lowering Drugs on Cardiovascular-Kidney-Metabolic Syndrome: A Drug-Target Mendelian Randomization Study.,International journal of medical sciences,2026,"Lu J, Sun S, Shang X, Jiang S, Deng Z",https://pubmed.ncbi.nlm.nih.gov/42328113/
INSR,Insulin signalling,INSR type 2 diabetes,2,42247987,Microalgae-derived astaxanthin modulates the hormone receptor network associated with type 2 diabetes mellitus: An in-silico investigation supported by experimental literature.,Computational biology and chemistry,2026 Oct,"Sazlı N, Karataş D",https://pubmed.ncbi.nlm.nih.gov/42247987/
INSR,Insulin signalling,INSR type 2 diabetes,3,42227366,Target Perturbation of Genetically Proxied Antidiabetic Drug Targets and Pneumonia Risk: A Mendelian Randomization Analysis.,Current topics in medicinal chemistry,2026 May 19,"Lin S, Xu H, Xia J, Xu F",https://pubmed.ncbi.nlm.nih.gov/42227366/
INSR,Insulin signalling,INSR type 2 diabetes,4,42216630,Caffeoylquinic Acids From Lonicera japonica Thunb. as Hypoglycemic Agents: Network Pharmacology and Pharmacological Validation.,Journal of diabetes research,2026,"Ye Y, Xu D, Zhang S, Yu H, Liu Y",https://pubmed.ncbi.nlm.nih.gov/42216630/
INSR,Insulin signalling,INSR type 2 diabetes,5,42200339,"Causal links between diabetes, gut microbiota, and colon cancer: insights from Mendelian randomization.",Endokrynologia Polska,2026,"Liu T, Tong Q",https://pubmed.ncbi.nlm.nih.gov/42200339/
INSR,Insulin signalling,INSR T2D Insulin signalling,1,42216630,Caffeoylquinic Acids From Lonicera japonica Thunb. as Hypoglycemic Agents: Network Pharmacology and Pharmacological Validation.,Journal of diabetes research,2026,"Ye Y, Xu D, Zhang S, Yu H, Liu Y",https://pubmed.ncbi.nlm.nih.gov/42216630/
INSR,Insulin signalling,INSR T2D Insulin signalling,2,41970998,Identification of novel genomic variants in diabetic nephropathy patients using whole-exome sequencing: a pilot investigation.,Frontiers in endocrinology,2026,"Mir R, Elfaki I, Almassabi RF, Almowallad S, Elnageeb ME",https://pubmed.ncbi.nlm.nih.gov/41970998/
INSR,Insulin signalling,INSR T2D Insulin signalling,3,41556164,Deciphering CD4+ Naive T cell-mediated divergent pathogenic links between type 2 diabetes and pathologic scarring via an integrated multi-omics approach.,"International journal of surgery (London, England)",2026 Jan 19,"Zhu G, Xu J, Guo G, Zhu F",https://pubmed.ncbi.nlm.nih.gov/41556164/
INSR,Insulin signalling,INSR T2D Insulin signalling,4,41320781,Butyrate-Mediated Upregulation of Insulin Pathway Gene Expression Suggests Potential Antidiabetic Effects.,Drug development research,2025 Dec,"Shapira E, Voinsky I, Klin H, Gurwitz D",https://pubmed.ncbi.nlm.nih.gov/41320781/
INSR,Insulin signalling,INSR T2D Insulin signalling,5,41163347,Is Predisposition to T2D Impacted by Polymorphisms in Genes Involved in Insulin Signaling and Cellular Bioenergetics?,"Acta physiologica (Oxford, England)",2025 Dec,"Pati B, Jastroch M, Bal NC",https://pubmed.ncbi.nlm.nih.gov/41163347/
INSR,Insulin signalling,INSR insulin signalling diabetes,1,42371338,4-Methylumbelliferone for type 1 diabetes therapy: evidence for β-cell protection via EGFR/PI3K/Akt signaling.,Journal of endocrinological investigation,2026 Jun 29,"Yang S, Zhu S, Yu X, Zhang W, Wang X",https://pubmed.ncbi.nlm.nih.gov/42371338/
INSR,Insulin signalling,INSR insulin signalling diabetes,2,42337344,Pancreatic α-cells are functionally heterogeneous and sex-dependently regulated by neighboring endocrine cells.,Communications biology,2026 Jun 23,"Huang YC, Slak Rupnik M, Rutter GA",https://pubmed.ncbi.nlm.nih.gov/42337344/
INSR,Insulin signalling,INSR insulin signalling diabetes,3,42324025,Microvascular dysfunction and neurovascular signalling impairment in diabetic silent myocardial ischemia.,Microvascular research,2026 Jun 21,Rajasekaran HK,https://pubmed.ncbi.nlm.nih.gov/42324025/
INSR,Insulin signalling,INSR insulin signalling diabetes,4,42262206,Exploring the anti-gout mechanism of Erding granules based on network pharmacology and experimental verification.,Pakistan journal of pharmaceutical sciences,2026 Aug,"Wang G, He L, Zhang Y, Tao X",https://pubmed.ncbi.nlm.nih.gov/42262206/
INSR,Insulin signalling,INSR insulin signalling diabetes,5,42247987,Microalgae-derived astaxanthin modulates the hormone receptor network associated with type 2 diabetes mellitus: An in-silico investigation supported by experimental literature.,Computational biology and chemistry,2026 Oct,"Sazlı N, Karataş D",https://pubmed.ncbi.nlm.nih.gov/42247987/
PDX1,Beta-cell function,PDX1 type 2 diabetes,1,42367913,A dish-to-biobank framework links β-cell nutrient-stress programs to genetic and dietary risk for Type 2 Diabetes.,bioRxiv : the preprint server for biology,2026 Jun 16,"Wang X, Lee H, Le A, Turhan B, Hu N",https://pubmed.ncbi.nlm.nih.gov/42367913/
PDX1,Beta-cell function,PDX1 type 2 diabetes,2,42271608,eNAMPT induces alpha-cell mass expansion but impaired glucagon counter regulatory response.,Endocrinology,2026 May 26,"Sayers SR, Gesheva VS, Varghese JJ, Beavil R, Zhao M",https://pubmed.ncbi.nlm.nih.gov/42271608/
PDX1,Beta-cell function,PDX1 type 2 diabetes,3,42155730,Proteomic Analysis on Human Islets Suggests Nucleocytoplasmic Transport as a Mechanism of PERK Attenuation Effects in Diabetes.,Molecular & cellular proteomics : MCP,2026 Jun,"Park YS, Yun S, Sim MS, An EJ, Lee J",https://pubmed.ncbi.nlm.nih.gov/42155730/
PDX1,Beta-cell function,PDX1 type 2 diabetes,4,42032109,Cell-specific DNA methylation in human alpha and beta cells regulates gene expression in type 2 diabetes.,Nature metabolism,2026 Apr,"Ofori JK, Ruhrmann S, Lindström A, Perfilyev A, Martin M",https://pubmed.ncbi.nlm.nih.gov/42032109/
PDX1,Beta-cell function,PDX1 type 2 diabetes,5,42010891,Mechanism of Terpinen-4-ol in Suppressing β-Cell Dedifferentiation: Restoring Mitophagy and Alleviating Mitochondrial Calcium Overload via Parkin-Mediated MCU Degradation.,"Diabetes, obesity & metabolism",2026 Jul,"Zhang Y, Chen H, He L, Bai D, Bi J",https://pubmed.ncbi.nlm.nih.gov/42010891/
PDX1,Beta-cell function,PDX1 T2D Beta-cell function,1,42032109,Cell-specific DNA methylation in human alpha and beta cells regulates gene expression in type 2 diabetes.,Nature metabolism,2026 Apr,"Ofori JK, Ruhrmann S, Lindström A, Perfilyev A, Martin M",https://pubmed.ncbi.nlm.nih.gov/42032109/
PDX1,Beta-cell function,PDX1 T2D Beta-cell function,2,41886840,Targeting P2X7 receptor/NLRP1 inflammasome axis and gut dysbiosis: A mechanistic review of pyroptosis in metabolic inflammation.,Experimental and molecular pathology,2026 Jun,"Atchou K, Madalageri M, Manandhar S, Pai KSR",https://pubmed.ncbi.nlm.nih.gov/41886840/
PDX1,Beta-cell function,PDX1 T2D Beta-cell function,3,41354136,Effect of Weight-Neutral Treatment With Semaglutide or Tirzepatide on β-Cell Identity in db/db Mice.,"Acta physiologica (Oxford, England)",2026 Jan,"Deng Z, Zheng D, Son J, Du W, McKimpson WM",https://pubmed.ncbi.nlm.nih.gov/41354136/
PDX1,Beta-cell function,PDX1 T2D Beta-cell function,4,40469912,The novel role of Periploca laevigata Aiton extracts as antidiabetic and anti-inflammatory functions in pancreatic Β cells exposed to hyperglycaemia.,Journal of diabetes and metabolic disorders,2025 Jun,"Trabelsi G, Mellado S, Kalboussi Z, Chekir-Ghedira L, Pascual M",https://pubmed.ncbi.nlm.nih.gov/40469912/
PDX1,Beta-cell function,PDX1 T2D Beta-cell function,5,39791758,The Aryl Hydrocarbon Receptor (AhR) Is a Novel Gene Involved in Proper Physiological Functions of Pancreatic β-Cells.,Cells,2025 Jan 6,"Bin Eshaq S, Taneera J, Anjum S, Mohammed AK, Semreen MH",https://pubmed.ncbi.nlm.nih.gov/39791758/
PDX1,Beta-cell function,PDX1 beta cell insulin secretion diabetes,1,42271608,eNAMPT induces alpha-cell mass expansion but impaired glucagon counter regulatory response.,Endocrinology,2026 May 26,"Sayers SR, Gesheva VS, Varghese JJ, Beavil R, Zhao M",https://pubmed.ncbi.nlm.nih.gov/42271608/
PDX1,Beta-cell function,PDX1 beta cell insulin secretion diabetes,2,42155730,Proteomic Analysis on Human Islets Suggests Nucleocytoplasmic Transport as a Mechanism of PERK Attenuation Effects in Diabetes.,Molecular & cellular proteomics : MCP,2026 Jun,"Park YS, Yun S, Sim MS, An EJ, Lee J",https://pubmed.ncbi.nlm.nih.gov/42155730/
PDX1,Beta-cell function,PDX1 beta cell insulin secretion diabetes,3,42120510,Divergent cell-type specific hypoxia responses in human stem cell-derived and primary islets.,Scientific reports,2026 May 12,"Bradley K, Moore C, Ishahak M, Maestas MM, Veronese-Paniagua DA",https://pubmed.ncbi.nlm.nih.gov/42120510/
PDX1,Beta-cell function,PDX1 beta cell insulin secretion diabetes,4,42109718,Mitochondrial development and remodeling occur at pancreatic progenitor stage during induction of stem cell-derived islet organoids.,Frontiers in endocrinology,2026,"Diane A, Mu-U-Min R, Al-Shukri NA, Nour-Eldine W, Al-Siddiqi HH",https://pubmed.ncbi.nlm.nih.gov/42109718/
PDX1,Beta-cell function,PDX1 beta cell insulin secretion diabetes,5,42032109,Cell-specific DNA methylation in human alpha and beta cells regulates gene expression in type 2 diabetes.,Nature metabolism,2026 Apr,"Ofori JK, Ruhrmann S, Lindström A, Perfilyev A, Martin M",https://pubmed.ncbi.nlm.nih.gov/42032109/
NEUROD1,Beta-cell function,NEUROD1 type 2 diabetes,1,42002316,A sulfated manno-glucuronan ameliorates β-cell dysfunction in type 2 diabetes by targeting ALDH1A3.,Carbohydrate polymers,2026 Jun 15,"Zhang W, Zhang F, Zou X, Wu N, He S",https://pubmed.ncbi.nlm.nih.gov/42002316/
NEUROD1,Beta-cell function,NEUROD1 type 2 diabetes,2,41913098,Correction: Exendin-4 ameliorates tau hyperphosphorylation and cognitive impairment in type 2 diabetes through acting on Wnt/β-catenin/NeuroD1 pathway.,"Molecular medicine (Cambridge, Mass.)",2026 Mar 30,"Kang X, Wang D, Zhang L, Huang T, Liu S",https://pubmed.ncbi.nlm.nih.gov/41913098/
NEUROD1,Beta-cell function,NEUROD1 type 2 diabetes,3,41844744,"Diverse and rare candidate MODY gene variants were identified in one-fifth of a Bangladeshi cohort with nonobese, nonautoimmune youth-onset diabetes.",Scientific reports,2026 Mar 17,"Hasan M, Sultana N, Shil KK, Abdus-Salam SB, Nayem MR",https://pubmed.ncbi.nlm.nih.gov/41844744/
NEUROD1,Beta-cell function,NEUROD1 type 2 diabetes,4,41772234,Systematic analysis of loss-of-function variants across MODY genes demonstrates gene-specific effects and expands the spectrum of INS variants causing MODY.,Diabetologia,2026 Jun,"Laver TW, Sriram A, Wakeling MN, Şiklar Z, Kobaisi F",https://pubmed.ncbi.nlm.nih.gov/41772234/
NEUROD1,Beta-cell function,NEUROD1 type 2 diabetes,5,41422049,Multifaceted functions of transcription regulatory factor X6 (RFX6): from pancreatic development to cancer progression.,Cancer cell international,2025 Dec 20,"Ni X, Qiu J, Fu Z, Lou J, Chen Y",https://pubmed.ncbi.nlm.nih.gov/41422049/
NEUROD1,Beta-cell function,NEUROD1 T2D Beta-cell function,1,38667300,"Investigating the Impact of IL6 on Insulin Secretion: Evidence from INS-1 Cells, Human Pancreatic Islets, and Serum Analysis.",Cells,2024 Apr 15,"Taneera J, Khalique A, Mohammed AK, Mussa BM, Sulaiman N",https://pubmed.ncbi.nlm.nih.gov/38667300/
NEUROD1,Beta-cell function,NEUROD1 T2D Beta-cell function,2,38027137,The liver-derived exosomes stimulate insulin gene expression in pancreatic beta cells under condition of insulin resistance.,Frontiers in endocrinology,2023,"Mahmoudi-Aznaveh A, Tavoosidana G, Najmabadi H, Azizi Z, Ardestani A",https://pubmed.ncbi.nlm.nih.gov/38027137/
NEUROD1,Beta-cell function,NEUROD1 T2D Beta-cell function,3,36529318,Inhibition of stearoyl-CoA desaturase 1 in the mouse impairs pancreatic islet morphogenesis and promotes loss of β-cell identity and α-cell expansion in the mature pancreas.,Molecular metabolism,2023 Jan,"Dobosz AM, Janikiewicz J, Krogulec E, Dziewulska A, Ajduk A",https://pubmed.ncbi.nlm.nih.gov/36529318/
NEUROD1,Beta-cell function,NEUROD1 T2D Beta-cell function,4,36101450,Reduced Retinoic Acid Receptor Beta (Rarβ) Affects Pancreatic β-Cell Physiology.,Biology,2022 Jul 19,"Khalique A, Mohammed AK, Al-Khadran NM, Gharaibeh MA, Abu-Gharbieh E",https://pubmed.ncbi.nlm.nih.gov/36101450/
NEUROD1,Beta-cell function,NEUROD1 T2D Beta-cell function,5,35336762,EXOC6 (Exocyst Complex Component 6) Is Associated with the Risk of Type 2 Diabetes and Pancreatic β-Cell Dysfunction.,Biology,2022 Mar 1,"Sulaiman N, Yaseen Hachim M, Khalique A, Mohammed AK, Al Heialy S",https://pubmed.ncbi.nlm.nih.gov/35336762/
NEUROD1,Beta-cell function,NEUROD1 beta cell insulin secretion diabetes,1,42002316,A sulfated manno-glucuronan ameliorates β-cell dysfunction in type 2 diabetes by targeting ALDH1A3.,Carbohydrate polymers,2026 Jun 15,"Zhang W, Zhang F, Zou X, Wu N, He S",https://pubmed.ncbi.nlm.nih.gov/42002316/
NEUROD1,Beta-cell function,NEUROD1 beta cell insulin secretion diabetes,2,40917049,Functions and Mechanisms of Diabetes-Linked Transcription Factors.,Frontiers in bioscience (Landmark edition),2025 Aug 27,"Parthiban NK, Nassif NT, Simpson AM",https://pubmed.ncbi.nlm.nih.gov/40917049/
NEUROD1,Beta-cell function,NEUROD1 beta cell insulin secretion diabetes,3,39688285,Glucocorticoids reduce Slc2a2 (GLUT2) gene expression through HNF1 in pancreatic β-cells.,Journal of molecular endocrinology,2025 Feb 1,"Ono Y, Kataoka K",https://pubmed.ncbi.nlm.nih.gov/39688285/
NEUROD1,Beta-cell function,NEUROD1 beta cell insulin secretion diabetes,4,39205537,Garlic Extract Promotes Pancreatic Islet Neogenesis Through α-to-β-Cell Transdifferentiation and Normalizes Glucose Homeostasis in Diabetic Rats.,Molecular nutrition & food research,2024 Oct,"Al-Adsani AM, Al-Qattan KK, Barhoush SA, Abbood MS, Al-Bustan SA",https://pubmed.ncbi.nlm.nih.gov/39205537/
NEUROD1,Beta-cell function,NEUROD1 beta cell insulin secretion diabetes,5,39189982,CREB activates the MafA promoter through proximal E-boxes and a CCAAT motif in pancreatic β-cells.,Journal of molecular endocrinology,2024 Oct 1,"Aida Y, Kataoka K",https://pubmed.ncbi.nlm.nih.gov/39189982/
HHEX,Beta-cell function,HHEX type 2 diabetes,1,41516154,Real-World Utility of GWAS-Based Diabetes Mellitus Panel Testing.,International journal of molecular sciences,2025 Dec 26,"Jeong IH, Hong KW, Choi JE, Shine BK",https://pubmed.ncbi.nlm.nih.gov/41516154/
HHEX,Beta-cell function,HHEX type 2 diabetes,2,41422334,"Cluster-specific genetic associations of CDKAL1, CDKN2A, CDKN2B, HHEX, KCNQ1, MTNR1B, PAX4, SLC30A8, TCF7L2, and UBE2E2 variants in new onset type 2 diabetes.",Scientific reports,2025 Dec 20,"Plengvidhya N, Teerawattanapong N, Narkdontr T, Innang S, Songlilitchuwong S",https://pubmed.ncbi.nlm.nih.gov/41422334/
HHEX,Beta-cell function,HHEX type 2 diabetes,3,40463355,Type 2 Diabetes in Taiwan: Unmasking Influential Factors Through Advanced Predictive Modeling.,Journal of diabetes research,2025,"Chang ST, Chou YH, Nfor ON, Zhong JH, Huang CN",https://pubmed.ncbi.nlm.nih.gov/40463355/
HHEX,Beta-cell function,HHEX type 2 diabetes,4,39971135,Exploring genetic risk factors for β-cell deterioration in type 2 diabetes mellitus: Insights from longitudinal C-peptide analysis.,Diabetes research and clinical practice,2025 Apr,"Morita S, Shimajiri Y, Matsuoka Y, Kadoya Y, Yamada S",https://pubmed.ncbi.nlm.nih.gov/39971135/
HHEX,Beta-cell function,HHEX type 2 diabetes,5,39555857,Gender-specific genetic influence of rs1111875 on diabetes risk: Insights from the Taiwan biobank study.,Journal of diabetes investigation,2025 Jan,"Chiang CW, Chou YH, Huang CN, Lu WY, Liaw YP",https://pubmed.ncbi.nlm.nih.gov/39555857/
HHEX,Beta-cell function,HHEX T2D Beta-cell function,1,30555071,Impact of variants on type-2 diabetes risk genes identified through genomewide association studies in polycystic ovary syndrome: a case-control study.,Journal of genetics,2018 Dec,"Ezzidi I, Mtiraoui N, Mohmmed Ali ME, Masoudi AA, Abu Duhier F",https://pubmed.ncbi.nlm.nih.gov/30555071/
HHEX,Beta-cell function,HHEX T2D Beta-cell function,2,27281091,Genetic variants associated with lean and obese type 2 diabetes in a Han Chinese population: A case-control study.,Medicine,2016 Jun,"Kong X, Xing X, Hong J, Zhang X, Yang W",https://pubmed.ncbi.nlm.nih.gov/27281091/
HHEX,Beta-cell function,HHEX T2D Beta-cell function,3,24376643,Use of net reclassification improvement (NRI) method confirms the utility of combined genetic risk score to predict type 2 diabetes.,PloS one,2013,"Tam CH, Ho JS, Wang Y, Lam VK, Lee HM",https://pubmed.ncbi.nlm.nih.gov/24376643/
HHEX,Beta-cell function,HHEX T2D Beta-cell function,4,24112421,CDKAL1 and HHEX are associated with type 2 diabetes-related traits among Yup'ik people.,Journal of diabetes,2014 May,"Klimentidis YC, Lemas DJ, Wiener HH, O'Brien DM, Havel PJ",https://pubmed.ncbi.nlm.nih.gov/24112421/
HHEX,Beta-cell function,HHEX T2D Beta-cell function,5,23349488,The type 2 diabetes-associated gene ide is required for insulin secretion and suppression of α-synuclein levels in β-cells.,Diabetes,2013 Jun,"Steneberg P, Bernardo L, Edfalk S, Lundberg L, Backlund F",https://pubmed.ncbi.nlm.nih.gov/23349488/
HHEX,Beta-cell function,HHEX beta cell insulin secretion diabetes,1,41596761,"Molecular Genetics of β-Cell Compensation in Gestational Diabetes Mellitus: Insights from CDKAL1, SLC30A8 and HHEX.",International journal of molecular sciences,2026 Jan 22,"Hryniewicka J, Buczyńska-Backiel A, Zbucka-Krętowska M, Krętowski AJ, Szelachowska M",https://pubmed.ncbi.nlm.nih.gov/41596761/
HHEX,Beta-cell function,HHEX beta cell insulin secretion diabetes,2,39971135,Exploring genetic risk factors for β-cell deterioration in type 2 diabetes mellitus: Insights from longitudinal C-peptide analysis.,Diabetes research and clinical practice,2025 Apr,"Morita S, Shimajiri Y, Matsuoka Y, Kadoya Y, Yamada S",https://pubmed.ncbi.nlm.nih.gov/39971135/
HHEX,Beta-cell function,HHEX beta cell insulin secretion diabetes,3,39508880,Transcriptomic heterogeneity of non-beta islet cells is associated with type 2 diabetes development in mouse models.,Diabetologia,2025 Jan,"Gottmann P, Speckmann T, Stadion M, Chawla P, Saurenbach J",https://pubmed.ncbi.nlm.nih.gov/39508880/
HHEX,Beta-cell function,HHEX beta cell insulin secretion diabetes,4,32944759,Genome-Wide Association Analysis of Pancreatic Beta-Cell Glucose Sensitivity.,The Journal of clinical endocrinology and metabolism,2021 Jan 1,"Deshmukh HA, Madsen AL, Viñuela A, Have CT, Grarup N",https://pubmed.ncbi.nlm.nih.gov/32944759/
HHEX,Beta-cell function,HHEX beta cell insulin secretion diabetes,5,31430329,Islets from human donors with higher but not lower hemoglobin A1c levels respond to gastrin treatment in vitro.,PloS one,2019,"Lenz A, Lenz G, Ku HT, Ferreri K, Kandeel F",https://pubmed.ncbi.nlm.nih.gov/31430329/
IGF2BP2,Beta-cell function,IGF2BP2 type 2 diabetes,1,42163256,The tissue-specific effects of glucose-lowering drug targets on aging mediated through DNA methylation: a multi-omics genetic study.,BMC medicine,2026 May 21,"Sun Y, Zheng H, Huang L, Ma M, Gu R",https://pubmed.ncbi.nlm.nih.gov/42163256/
IGF2BP2,Beta-cell function,IGF2BP2 type 2 diabetes,2,42141912,The m6A Reader IGF2BP2 Regulates Schwann Cell Autophagy and Neurotrophin Expression via EGR1 in Diabetic Peripheral Neuropathy.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2026 May 31,"Wei W, Li F, Jin T, Li Q, Gao Y",https://pubmed.ncbi.nlm.nih.gov/42141912/
IGF2BP2,Beta-cell function,IGF2BP2 type 2 diabetes,3,41915078,Function and regulatory mechanism of RNA-binding protein IGF2BP2 in obesity and cancers.,Molecular biology reports,2026 Mar 31,"Yi R, Wu R, Jiang Q",https://pubmed.ncbi.nlm.nih.gov/41915078/
IGF2BP2,Beta-cell function,IGF2BP2 type 2 diabetes,4,41872653,Implications of Genetic Elements on Type 2 Diabetes Mellitus Pathogenesis and Management.,"Endocrinology, diabetes & metabolism",2026 Mar,"Ngcobo NN, Sibiya NH",https://pubmed.ncbi.nlm.nih.gov/41872653/
IGF2BP2,Beta-cell function,IGF2BP2 type 2 diabetes,5,41692190,ETS transcription factor 1-insulin-like growth factor 2 mRNA-binding protein 2-interferon-induced transmembrane protein 3 pathway promotes ferroptosis-driven osteoblast senescence in diabetic osteoporosis.,International journal of biological macromolecules,2026 Mar,"Liu XW, Zhang SB, Xu HW, Lu JH, Chang SJ",https://pubmed.ncbi.nlm.nih.gov/41692190/
IGF2BP2,Beta-cell function,IGF2BP2 T2D Beta-cell function,1,38181926,The role of m(6)A modification in type 2 diabetes: A systematic review and integrative analysis.,Gene,2024 Mar 10,"Li YL, Zhang Y, Chen N, Yan YX",https://pubmed.ncbi.nlm.nih.gov/38181926/
IGF2BP2,Beta-cell function,IGF2BP2 T2D Beta-cell function,2,33705986,RNA m6A reader IMP2/IGF2BP2 promotes pancreatic β-cell proliferation and insulin secretion by enhancing PDX1 expression.,Molecular metabolism,2021 Jun,"Regué L, Zhao L, Ji F, Wang H, Avruch J",https://pubmed.ncbi.nlm.nih.gov/33705986/
IGF2BP2,Beta-cell function,IGF2BP2 T2D Beta-cell function,3,31559537,Decreased expression of microRNAs targeting type-2 diabetes susceptibility genes in peripheral blood of patients and predisposed individuals.,Endocrine,2019 Nov,"Kokkinopoulou I, Maratou E, Mitrou P, Boutati E, Sideris DC",https://pubmed.ncbi.nlm.nih.gov/31559537/
IGF2BP2,Beta-cell function,IGF2BP2 T2D Beta-cell function,4,30555071,Impact of variants on type-2 diabetes risk genes identified through genomewide association studies in polycystic ovary syndrome: a case-control study.,Journal of genetics,2018 Dec,"Ezzidi I, Mtiraoui N, Mohmmed Ali ME, Masoudi AA, Abu Duhier F",https://pubmed.ncbi.nlm.nih.gov/30555071/
IGF2BP2,Beta-cell function,IGF2BP2 T2D Beta-cell function,5,29473503,Genetic Variants Identified from GWAS for Predisposition to Type 2 Diabetes Predict Sulfonylurea Drug Response.,Current molecular medicine,2017,"Phani NM, Vohra M, Adhikari P, Nagri SK, Shashikiran U",https://pubmed.ncbi.nlm.nih.gov/29473503/
IGF2BP2,Beta-cell function,IGF2BP2 beta cell insulin secretion diabetes,1,40374016,METTL3 promotes human amniotic epithelial stem cells differentiation into insulin-producing cells by regulation of MaFA expression.,Biochimica et biophysica acta. Molecular basis of disease,2025 Aug,"Luo Y, Li JE, Xu S, Zeng H, Zhang Y",https://pubmed.ncbi.nlm.nih.gov/40374016/
IGF2BP2,Beta-cell function,IGF2BP2 beta cell insulin secretion diabetes,2,34976741,"The role of genetic modifiers, inflammation and CFTR in the pathogenesis of Cystic fibrosis related diabetes.",Journal of clinical & translational endocrinology,2022 Mar,"Hasan S, Soltman S, Wood C, Blackman SM",https://pubmed.ncbi.nlm.nih.gov/34976741/
IGF2BP2,Beta-cell function,IGF2BP2 beta cell insulin secretion diabetes,3,33705986,RNA m6A reader IMP2/IGF2BP2 promotes pancreatic β-cell proliferation and insulin secretion by enhancing PDX1 expression.,Molecular metabolism,2021 Jun,"Regué L, Zhao L, Ji F, Wang H, Avruch J",https://pubmed.ncbi.nlm.nih.gov/33705986/
IGF2BP2,Beta-cell function,IGF2BP2 beta cell insulin secretion diabetes,4,28490609,A Genome-Wide Association Study of IVGTT-Based Measures of First-Phase Insulin Secretion Refines the Underlying Physiology of Type 2 Diabetes Variants.,Diabetes,2017 Aug,"Wood AR, Jonsson A, Jackson AU, Wang N, van Leewen N",https://pubmed.ncbi.nlm.nih.gov/28490609/
IGF2BP2,Beta-cell function,IGF2BP2 beta cell insulin secretion diabetes,5,23557703,Effects of common genetic variants associated with type 2 diabetes and glycemic traits on α- and β-cell function and insulin action in humans.,Diabetes,2013 Aug,"Jonsson A, Ladenvall C, Ahluwalia TS, Kravic J, Krus U",https://pubmed.ncbi.nlm.nih.gov/23557703/
DPP4,Glucose metabolism,DPP4 type 2 diabetes,1,42389271,Pharmacological mechanisms and clinical impacts of antidiabetic drugs on colorectal cancer risk: a systematic review.,Frontiers in pharmacology,2026,"Yang Y, Wang K",https://pubmed.ncbi.nlm.nih.gov/42389271/
DPP4,Glucose metabolism,DPP4 type 2 diabetes,2,42383539,"Role of Evogliptin for Intra-Class Therapeutic Interchange in Patients With Type 2 Diabetes Mellitus: Subgroup Analysis From A Multi-Center, Prospective, Observational Study (REVISE Study).","Endocrinology, diabetes & metabolism",2026 Jul,"Lee JE, Hong JH, Yu SH, Baek KH, Yu J",https://pubmed.ncbi.nlm.nih.gov/42383539/
DPP4,Glucose metabolism,DPP4 type 2 diabetes,3,42380063,"Glucagon-Like Peptide-1 Receptor Agonists and Risk of Mental Health Disorders in Type 2 Diabetes: Active Comparator, New User Cohort Study.","Diabetes, obesity & metabolism",2026 Jun 30,"Kim C, Kim S, Lee DY, Han E, Lee YH",https://pubmed.ncbi.nlm.nih.gov/42380063/
DPP4,Glucose metabolism,DPP4 type 2 diabetes,4,42368998,Impact of AIFA Note 100 on innovative antidiabetic prescribing eligibility in two Italian local health authorities: drug utilization and patient characteristics.,Global & regional health technology assessment,2026 Jan-Dec,"Bruno GM, Valentino MC, Buda S, Paciello A, Palcic S",https://pubmed.ncbi.nlm.nih.gov/42368998/
DPP4,Glucose metabolism,DPP4 type 2 diabetes,5,42367540,Hemoglobin Trajectories After Metformin Initiation Compared With Dipeptidyl Peptidase-4 Inhibitors: A Real-World Cohort Study.,Cureus,2026 May,"Morita Y, Sakaguchi K, Asahara SI, Ogawa W, Sugawara K",https://pubmed.ncbi.nlm.nih.gov/42367540/
DPP4,Glucose metabolism,DPP4 T2D Glucose metabolism,1,42309157,Comparative Efficacy of Oral Antidiabetic Drugs on Metabolic Dysfunction-Associated Steatotic Liver Disease (MΑSLD) Progression in Type 2 Diabetes: A Retrospective Cohort Study.,"Experimental and clinical endocrinology & diabetes : official journal, German Society of Endocrinology [and] German Diabetes Association",2026 Jun 17,"Petrakis V, Rafailidis P, Grapsa A, Sousanidou A, Bougiouklou T",https://pubmed.ncbi.nlm.nih.gov/42309157/
DPP4,Glucose metabolism,DPP4 T2D Glucose metabolism,2,41928613,Recent advances in incretin biology and therapeutics: From glucose-dependent insulinotropic polypeptide reappraisal to next-generation agonists.,Journal of diabetes investigation,2026 Jun,"Kubota S, Seino Y, Yabe D",https://pubmed.ncbi.nlm.nih.gov/41928613/
DPP4,Glucose metabolism,DPP4 T2D Glucose metabolism,3,41906117,Type 2 diabetes risk alleles in peptidyl-glycine alpha-amidating monooxygenase influence GLP-1 levels and response to GLP-1 receptor agonists.,Genome medicine,2026 Mar 29,"Umapathysivam MM, Araldi E, Hastoy B, Dawed AY, Vatandaslar H",https://pubmed.ncbi.nlm.nih.gov/41906117/
DPP4,Glucose metabolism,DPP4 T2D Glucose metabolism,4,41744349,"Spiropyrrolizine derivatives as multitarget antidiabetic agents in obese type 2 diabetes: integrated in silico, in vitro, and in vivo evaluation of DPP-4 inhibition and hepatic enzyme modulation.",Future medicinal chemistry,2026 Apr,"Abdella FIA, Alardan D, Daoud I, Alshammari NS, Abdulrahman Alrashdi A",https://pubmed.ncbi.nlm.nih.gov/41744349/
