gene,source_file,source_file_name,model_guess,gene_col,score_col,rank_col,score_value,rank_value,context_rank,context_score,context_list_name,context_theme,context_group,context_model_name
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,14.0,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,14.0,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,47.0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,88.0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,50.0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,100.0,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,100.0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7789,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6944,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7789,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7724,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7594,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7382,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7289,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,1.0,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8312,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8185,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8175,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8134,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8046,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7985,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7984,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7724,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7645,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7594,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7419,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7382,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7289,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.707,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6474,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8312,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8185,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8175,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8134,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.8046,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7985,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7984,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7645,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7419,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.707,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6944,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7789,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7594,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7724,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.6944,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7789,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7594,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_hits.csv,phase15_candidate_gene_model_support_hits.csv,Protein_only,gene,score_value,,0.7724,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_model_support_matrix.csv,phase15_candidate_gene_model_support_matrix.csv,Protein_only,gene,Protein_only,,1,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,1,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_pathway_matrix.csv,phase15_candidate_gene_pathway_matrix.csv,Protein_only,gene,Insulin signalling,,0,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_support_summary.csv,phase15_candidate_gene_support_summary.csv,Protein_only,gene,n_project_files_with_gene,,67,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase15_biological_literature_support/results/phase15_candidate_gene_support_summary.csv,phase15_candidate_gene_support_summary.csv,Protein_only,gene,n_project_files_with_gene,,56,,,,,,,
